,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,분류,고급/일반,내구/준내구/비내구,편의/선매/전문
2564,C,17,1704,C170410,의류잡화,여성일반양말,기타의류,고급,준내구,선매
2565,C,17,1704,C170411,의류잡화,여성수면양말,기타의류,고급,준내구,선매
2566,C,17,1704,C170412,의류잡화,여성덧신류,기타의류,고급,준내구,선매
2567,C,17,1704,C170413,의류잡화,스타킹,기타의류,고급,준내구,선매
2568,C,17,1704,C170414,의류잡화,여성타이즈,기타의류,고급,준내구,선매
2569,C,17,1704,C170415,의류잡화,여성양말선물세트,기타의류,고급,준내구,선매
2570,C,17,1704,C170416,의류잡화,남성일반양말,기타의류,고급,준내구,선매
2571,C,17,1704,C170417,의류잡화,남성양말선물세트,기타의류,고급,준내구,선매
2572,C,17,1704,C170418,의류잡화,남여속옷세트,기타의류,고급,준내구,선매
2573,C,17,1704,C170419,의류잡화,남여양말세트,기타의류,고급,준내구,선매
2574,C,17,1704,C170420,의류잡화,남성슬리퍼,기타의류,고급,준내구,선매
2575,C,17,1704,C170421,의류잡화,유아동슬리퍼,기타의류,고급,준내구,선매
2576,C,17,1704,C170422,의류잡화,기타여행용가방,기타의류,고급,준내구,선매
2577,C,17,1704,C170423,의류잡화,남성벨트,기타의류,고급,준내구,선매
2578,C,17,1704,C170424,의류잡화,여성장갑,기타의류,고급,준내구,선매
2579,C,17,1704,C170425,의류잡화,남성장갑,기타의류,고급,준내구,선매
2580,C,17,1704,C170426,의류잡화,기타모자,기타의류,고급,준내구,선매
2581,C,17,1704,C170427,의류잡화,여성헤어액세서리,기타의류,고급,준내구,선매
2582,C,17,1704,C170428,의류잡화,장우산,기타의류,고급,준내구,선매
2583,C,17,1704,C170429,의류잡화,3단우산,기타의류,고급,준내구,선매
2584,C,17,1704,C170430,의류잡화,2단우산,기타의류,고급,준내구,선매
2585,C,17,1704,C170431,의류잡화,아동우산,기타의류,고급,준내구,선매
2586,C,17,1704,C170432,의류잡화,일회용우산,기타의류,고급,준내구,선매
2587,C,17,1704,C170433,의류잡화,양산,기타의류,고급,준내구,선매
2588,C,17,1704,C170434,의류잡화,우비,기타의류,고급,준내구,선매
2589,C,17,1704,C170435,의류잡화,기타패션잡화,기타의류,고급,준내구,선매
2590,C,17,1704,C170436,의류잡화,침대,기타의류,고급,준내구,선매
2591,C,17,1704,C170437,의류잡화,선반장/행거,기타의류,고급,준내구,선매
2592,C,17,1704,C170438,의류잡화,성인이불/이불커버,기타의류,고급,준내구,선매
2593,A,4,409,A040901,디자이너,디자이너,디자이너,고급,준내구,전문
2594,A,4,409,A040902,디자이너,디자이너부틱,디자이너,고급,준내구,전문
2595,A,4,409,A040903,디자이너,디자이너캐릭터,디자이너,고급,준내구,전문
2596,A,4,410,A041001,모피/피혁,모피,모피/피혁,고급,준내구,전문
2597,A,4,410,A041002,모피/피혁,피혁,모피/피혁,고급,준내구,전문
2598,A,4,410,A041003,모피/피혁,숙녀고정행사,모피/피혁,고급,준내구,전문
2599,A,4,410,A041004,모피/피혁,숙녀단기행사,모피/피혁,고급,준내구,전문
2600,A,5,501,A050101,남성정장,N.B정장,남성정장,고급,준내구,선매
2601,A,5,501,A050102,남성정장,직수입정장,남성정장,고급,준내구,선매
2602,A,5,501,A050103,남성정장,보기밀라노,남성정장,고급,준내구,선매
2603,A,5,501,A050104,남성정장,정장점행사,남성정장,고급,준내구,선매
2604,A,5,501,A050105,남성정장,갤럭시,남성정장,고급,준내구,선매
2605,A,5,501,A050106,남성정장,로가디스,남성정장,고급,준내구,선매
2606,A,5,501,A050107,남성정장,마에스트로,남성정장,고급,준내구,선매
2607,A,5,501,A050108,남성정장,캠브리지,남성정장,고급,준내구,선매
2608,A,5,501,A050109,남성정장,바쏘,남성정장,고급,준내구,선매
2609,A,5,501,A050110,남성정장,빨질레리,남성정장,고급,준내구,선매
2610,A,5,501,A050111,남성정장,니나리찌,남성정장,고급,준내구,선매
2611,A,5,501,A050112,남성정장,닥스,남성정장,고급,준내구,선매
2612,A,5,501,A050113,남성정장,킨록앤더슨,남성정장,고급,준내구,선매
2613,A,5,501,A050114,남성정장,다반,남성정장,고급,준내구,선매
2614,A,5,501,A050115,남성정장,브룩스브라더스,남성정장,고급,준내구,선매
2615,A,5,501,A050116,남성정장,아울렛엘지패션,남성정장,고급,준내구,선매
2616,B,30,3001,B300101,비즈니스정장,셔츠,남성정장,고급,준내구,선매
2617,B,30,3001,B300102,비즈니스정장,캐릭터정장,남성정장,고급,준내구,선매
2618,B,30,3001,B300103,비즈니스정장,포말정장,남성정장,고급,준내구,선매
2619,A,5,502,A050201,남성캐주얼,시티캐주얼,남성캐주얼,고급,준내구,선매
2620,A,5,502,A050202,남성캐주얼,캐주얼토털,남성캐주얼,고급,준내구,선매
2621,A,5,502,A050203,남성캐주얼,시티정장바지,남성캐주얼,고급,준내구,선매
2622,A,5,502,A050204,남성캐주얼,시티단기행사,남성캐주얼,고급,준내구,선매
2623,A,5,502,A050205,남성캐주얼,남성잡화,남성캐주얼,고급,준내구,선매
2624,A,5,502,A050206,남성캐주얼,Maniz,남성캐주얼,고급,준내구,선매
2625,A,5,502,A050207,남성캐주얼,갤럭시라이프스타일,남성캐주얼,고급,준내구,선매
2626,A,5,502,A050208,남성캐주얼,로가디스그린,남성캐주얼,고급,준내구,선매
2627,A,5,502,A050209,남성캐주얼,일꼬르소,남성캐주얼,고급,준내구,선매
2628,A,5,502,A050210,남성캐주얼,클럽캠브리지,남성캐주얼,고급,준내구,선매
2629,A,5,502,A050211,남성캐주얼,프랑코페라로,남성캐주얼,고급,준내구,선매
2630,A,5,502,A050212,남성캐주얼,인디안,남성캐주얼,고급,준내구,선매
2631,A,5,502,A050213,남성캐주얼,아날도바시니,남성캐주얼,고급,준내구,선매
2632,A,5,502,A050214,남성캐주얼,에디션,남성캐주얼,고급,준내구,선매
2633,A,5,502,A050215,남성캐주얼,벨라모,남성캐주얼,고급,준내구,선매
2634,A,5,502,A050216,남성캐주얼,프로메이드,남성캐주얼,고급,준내구,선매
2635,A,5,502,A050217,남성캐주얼,옴스,남성캐주얼,고급,준내구,선매
2636,A,5,502,A050218,남성캐주얼,피에르가르뎅,남성캐주얼,고급,준내구,선매
2637,A,5,502,A050219,남성캐주얼,el Trail,남성캐주얼,고급,준내구,선매
2638,A,5,502,A050220,남성캐주얼,OUTDOOR+1,남성캐주얼,고급,준내구,선매
2639,A,5,502,A050221,남성캐주얼,Fitness Square,남성캐주얼,고급,준내구,선매
2640,A,5,502,A050222,남성캐주얼,청백,남성캐주얼,고급,준내구,선매
2641,A,5,502,A050223,남성캐주얼,다비드컬렉션,남성캐주얼,고급,준내구,선매
2642,A,5,502,A050224,남성캐주얼,남성잡화ACC2,남성캐주얼,고급,준내구,선매
2643,A,5,502,A050225,남성캐주얼,el Bicar,남성캐주얼,고급,준내구,선매
2644,A,5,502,A050226,남성캐주얼,ARCHIV,남성캐주얼,고급,준내구,선매
2645,A,5,502,A050227,남성캐주얼,MODIUM,남성캐주얼,고급,준내구,선매
2646,A,5,502,A050228,남성캐주얼,Last Scene,남성캐주얼,고급,준내구,선매
2647,A,5,502,A050229,남성캐주얼,Leg 5:3:2,남성캐주얼,고급,준내구,선매
2648,A,5,502,A050230,남성캐주얼,건강수면샵,남성캐주얼,고급,준내구,선매
2649,B,50,5002,B500201,남성베이직,남성베이직상의,남성캐주얼,고급,준내구,선매
2650,B,50,5004,B500401,남성어덜트캐주얼,남성어덜트캐주얼상의,남성캐주얼,고급,준내구,선매
2651,B,50,5004,B500402,남성어덜트캐주얼,남성어덜트캐주얼하의,남성캐주얼,고급,준내구,선매
2652,B,50,5004,B500403,남성어덜트캐주얼,남성어덜트캐주얼아우터,남성캐주얼,고급,준내구,선매
2653,B,50,5005,B500501,남성이지캐주얼,남성이지캐주얼상의,남성캐주얼,고급,준내구,선매
2654,B,50,5005,B500502,남성이지캐주얼,남성이지캐주얼하의,남성캐주얼,고급,준내구,선매
2655,B,50,5005,B500503,남성이지캐주얼,남성이지캐주얼아우터,남성캐주얼,고급,준내구,선매
2656,A,5,504,A050401,교복,교복,교복,고급,준내구,선매
2657,A,5,505,A050501,셔츠,비지니스군,셔츠,고급,준내구,선매
2658,A,5,505,A050502,셔츠,셔츠고정행사,셔츠,고급,준내구,선매
2659,A,5,505,A050503,셔츠,셔츠단기행사,셔츠,고급,준내구,선매
2660,A,5,505,A050504,셔츠,남성잡화 ACC,셔츠,고급,준내구,선매
2661,A,5,506,A050601,남성 트랜디,트랜디,남성 트랜디,고급,준내구,선매
2662,A,5,506,A050602,남성 트랜디,컨템포러리,남성 트랜디,고급,준내구,선매
2663,A,5,506,A050603,남성 트랜디,단기행사,남성 트랜디,고급,준내구,선매
2664,A,5,506,A050604,남성 트랜디,어반캐주얼,남성 트랜디,고급,준내구,선매
2665,A,5,506,A050605,남성 트랜디,지이크,남성 트랜디,고급,준내구,선매
2666,A,5,506,A050606,남성 트랜디,ANDZ,남성 트랜디,고급,준내구,선매
2667,A,5,506,A050607,남성 트랜디,엠비오,남성 트랜디,고급,준내구,선매
2668,A,5,506,A050608,남성 트랜디,레노마,남성 트랜디,고급,준내구,선매
2669,A,5,506,A050609,남성 트랜디,BON,남성 트랜디,고급,준내구,선매
2670,A,5,506,A050610,남성 트랜디,코모도스퀘어,남성 트랜디,고급,준내구,선매
2671,A,5,506,A050611,남성 트랜디,지오송지오,남성 트랜디,고급,준내구,선매
2672,A,5,506,A050612,남성 트랜디,이지오,남성 트랜디,고급,준내구,선매
2673,A,5,506,A050613,남성 트랜디,워모,남성 트랜디,고급,준내구,선매
2674,A,5,506,A050614,남성 트랜디,TNGT,남성 트랜디,고급,준내구,선매
2675,A,5,506,A050615,남성 트랜디,킨록by킨록앤더슨,남성 트랜디,고급,준내구,선매
2676,A,5,506,A050616,남성 트랜디,TI포맨,남성 트랜디,고급,준내구,선매
2677,A,5,506,A050617,남성 트랜디,커스텀멜로우,남성 트랜디,고급,준내구,선매
2678,A,5,506,A050618,남성 트랜디,시리즈,남성 트랜디,고급,준내구,선매
2679,A,5,506,A050619,남성 트랜디,레드옥스,남성 트랜디,고급,준내구,선매
2680,A,5,506,A050620,남성 트랜디,S+by트루젠,남성 트랜디,고급,준내구,선매
2681,A,5,506,A050621,남성 트랜디,리버클래시,남성 트랜디,고급,준내구,선매
2682,A,5,506,A050622,남성 트랜디,DKNY,남성 트랜디,고급,준내구,선매
2683,A,5,506,A050623,남성 트랜디,IMZ프리미엄,남성 트랜디,고급,준내구,선매
2684,A,5,506,A050624,남성 트랜디,반하트디알바자,남성 트랜디,고급,준내구,선매
2685,A,5,506,A050625,남성 트랜디,솔리드옴므,남성 트랜디,고급,준내구,선매
2686,A,5,506,A050626,남성 트랜디,질스튜어트NY,남성 트랜디,고급,준내구,선매
2687,A,5,506,A050627,남성 트랜디,캘빈클라인,남성 트랜디,고급,준내구,선매
2688,A,5,506,A050628,남성 트랜디,클럽모나코,남성 트랜디,고급,준내구,선매
2689,A,5,506,A050629,남성 트랜디,타임옴므,남성 트랜디,고급,준내구,선매
2690,A,5,506,A050630,남성 트랜디,휴고보스,남성 트랜디,고급,준내구,선매
2691,A,5,506,A050631,남성 트랜디,PAT,남성 트랜디,고급,준내구,선매
2692,A,5,506,A050632,남성 트랜디,바버 상품군,남성 트랜디,고급,준내구,선매
2693,B,30,3004,B300401,남성브랜드,비즈니스,남성 트랜디,고급,준내구,선매
2694,B,30,3004,B300402,남성브랜드,남성캐주얼,남성 트랜디,고급,준내구,선매
2695,B,30,3005,B300501,남성행사,정장행사,남성 트랜디,고급,준내구,선매
2696,B,30,3005,B300502,남성행사,캐주얼행사,남성 트랜디,고급,준내구,선매
2697,B,30,3005,B300503,남성행사,오렌지팩토리행사,남성 트랜디,고급,준내구,선매
2698,B,30,3005,B300504,남성행사,브랜드직매입행사,남성 트랜디,고급,준내구,선매
2699,B,30,3006,B300601,남성시즌행사,교복,남성 트랜디,고급,준내구,선매
2700,A,6,601,A060101,스포츠,백팩편집,스포츠,고급,준내구,선매
2701,A,6,601,A060102,스포츠,아웃도아,스포츠,고급,준내구,선매
2702,A,6,601,A060103,스포츠,수영복,스포츠,고급,준내구,선매
2703,A,6,601,A060104,스포츠,휘트니스,스포츠,고급,준내구,선매
2704,A,6,601,A060105,스포츠,가 방,스포츠,고급,준내구,선매
2705,A,6,601,A060106,스포츠,운동용품,스포츠,고급,준내구,선매
2706,A,6,601,A060107,스포츠,스포츠용품,스포츠,고급,준내구,선매
2707,A,6,601,A060108,스포츠,스키,스포츠,고급,준내구,선매
2708,A,6,601,A060109,스포츠,고정행사(레져),스포츠,고급,준내구,선매
2709,A,6,601,A060110,스포츠,단기행사(레져),스포츠,고급,준내구,선매
2710,A,6,601,A060111,스포츠,선글라스,스포츠,고급,준내구,선매
2711,A,6,601,A060112,스포츠,시즌수영복,스포츠,고급,준내구,선매
2712,A,6,601,A060113,스포츠,등산화,스포츠,고급,준내구,선매
2713,A,6,601,A060114,스포츠,L/C 아웃도어,스포츠,고급,준내구,선매
2714,A,6,601,A060115,스포츠,직수입 아웃도어,스포츠,고급,준내구,선매
2715,A,6,601,A060116,스포츠,노스페이스,스포츠,고급,준내구,선매
2716,A,6,601,A060117,스포츠,에이글,스포츠,고급,준내구,선매
2717,A,6,601,A060118,스포츠,코오롱스포츠,스포츠,고급,준내구,선매
2718,A,6,601,A060119,스포츠,K2,스포츠,고급,준내구,선매
2719,A,6,601,A060120,스포츠,K2플라이워크,스포츠,고급,준내구,선매
2720,A,6,601,A060121,스포츠,아이더,스포츠,고급,준내구,선매
2721,A,6,601,A060122,스포츠,블랙야크,스포츠,고급,준내구,선매
2722,A,6,601,A060123,스포츠,마모트,스포츠,고급,준내구,선매
2723,A,6,601,A060124,스포츠,마운티아,스포츠,고급,준내구,선매
2724,A,6,601,A060125,스포츠,컬럼비아,스포츠,고급,준내구,선매
2725,A,6,601,A060126,스포츠,마운틴하드웨어,스포츠,고급,준내구,선매
2726,A,6,601,A060127,스포츠,네파,스포츠,고급,준내구,선매
2727,A,6,601,A060128,스포츠,이젠벅,스포츠,고급,준내구,선매
2728,A,6,601,A060129,스포츠,밀레,스포츠,고급,준내구,선매
2729,A,6,601,A060130,스포츠,라푸마,스포츠,고급,준내구,선매
2730,A,6,601,A060131,스포츠,슈나이더,스포츠,고급,준내구,선매
2731,A,6,601,A060132,스포츠,머렐,스포츠,고급,준내구,선매
2732,A,6,601,A060133,스포츠,빈폴아웃도어,스포츠,고급,준내구,선매
2733,A,6,601,A060134,스포츠,디스커버리,스포츠,고급,준내구,선매
2734,A,6,601,A060135,스포츠,몽벨,스포츠,고급,준내구,선매
2735,A,6,601,A060136,스포츠,바이클로,스포츠,고급,준내구,선매
2736,A,6,601,A060137,스포츠,센터폴,스포츠,고급,준내구,선매
2737,A,6,601,A060138,스포츠,트렉스타(의),스포츠,고급,준내구,선매
2738,A,6,601,A060139,스포츠,트렉스타(신),스포츠,고급,준내구,선매
2739,A,6,601,A060140,스포츠,휠라아웃도어,스포츠,고급,준내구,선매
2740,A,6,601,A060141,스포츠,콜핑,스포츠,고급,준내구,선매
2741,A,6,601,A060142,스포츠,카리모어,스포츠,고급,준내구,선매
2742,A,6,601,A060143,스포츠,레드페이스,스포츠,고급,준내구,선매
2743,A,6,601,A060144,스포츠,에코로바,스포츠,고급,준내구,선매
2744,A,6,601,A060145,스포츠,웨스트우드,스포츠,고급,준내구,선매
2745,A,6,601,A060146,스포츠,투스카로라,스포츠,고급,준내구,선매
2746,A,6,601,A060147,스포츠,아크테릭스,스포츠,고급,준내구,선매
2747,A,6,601,A060148,스포츠,몬츄라,스포츠,고급,준내구,선매
2748,A,6,601,A060149,스포츠,피엘라벤,스포츠,고급,준내구,선매
2749,A,6,601,A060150,스포츠,파타고니아,스포츠,고급,준내구,선매
2750,A,6,601,A060151,스포츠,살로몬,스포츠,고급,준내구,선매
2751,A,6,601,A060152,스포츠,오클리,스포츠,고급,준내구,선매
2752,A,6,601,A060153,스포츠,웍앤톡,스포츠,고급,준내구,선매
2753,A,6,601,A060154,스포츠,스노우피크,스포츠,고급,준내구,선매
2754,A,6,601,A060155,스포츠,메아리,스포츠,고급,준내구,선매
2755,A,6,601,A060156,스포츠,시에라,스포츠,고급,준내구,선매
2756,A,6,601,A060157,스포츠,볼레,스포츠,고급,준내구,선매
2757,A,6,601,A060158,스포츠,마모트카페(Rodge201),스포츠,고급,준내구,선매
2758,A,6,601,A060159,스포츠,킨,스포츠,고급,준내구,선매
2759,A,6,601,A060160,스포츠,레저스포츠 단독매입,스포츠,고급,준내구,선매
2760,A,6,601,A060161,스포츠,와이드앵글,스포츠,고급,준내구,선매
2761,A,6,601,A060162,스포츠,한성에프아이,스포츠,고급,준내구,선매
2762,A,6,601,A060163,스포츠,루이까스텔,스포츠,고급,준내구,선매
2763,A,6,601,A060164,스포츠,프레지던츠골프,스포츠,고급,준내구,선매
2764,A,6,601,A060165,스포츠,풋조이,스포츠,고급,준내구,선매
2765,A,6,601,A060166,스포츠,스포츠의류,스포츠,고급,준내구,선매
2766,A,6,601,A060167,스포츠,스포츠화,스포츠,고급,준내구,선매
2767,A,6,601,A060168,스포츠,고정행사(스포츠),스포츠,고급,준내구,선매
2768,A,6,601,A060169,스포츠,단기행사(스포츠),스포츠,고급,준내구,선매
2769,A,6,601,A060170,스포츠,영플라자(의류),스포츠,고급,준내구,선매
2770,A,6,601,A060171,스포츠,영플라자(신발),스포츠,고급,준내구,선매
2771,A,6,601,A060172,스포츠,나이키의류,스포츠,고급,준내구,선매
2772,A,6,601,A060173,스포츠,아디다스의류,스포츠,고급,준내구,선매
2773,A,6,601,A060174,스포츠,나이키화,스포츠,고급,준내구,선매
2774,A,6,601,A060175,스포츠,아디다스화,스포츠,고급,준내구,선매
2775,A,6,601,A060176,스포츠,뉴발란스아울렛,스포츠,고급,준내구,선매
2776,A,6,601,A060177,스포츠,슈즈플러스,스포츠,고급,준내구,선매
2777,A,6,601,A060178,스포츠,배드민턴스퀘어,스포츠,고급,준내구,선매
2778,A,6,601,A060179,스포츠,아울렛 제일모직,스포츠,고급,준내구,선매
2779,B,26,2606,B260601,SPORTS/OUTDOOR,달러존,스포츠,고급,준내구,선매
2780,B,26,2606,B260602,SPORTS/OUTDOOR,플레이세트,스포츠,고급,준내구,선매
2781,B,26,2606,B260603,SPORTS/OUTDOOR,캔디류,스포츠,고급,준내구,선매
2782,B,26,2606,B260604,SPORTS/OUTDOOR,카드포장지,스포츠,고급,준내구,선매
2783,B,26,2606,B260605,SPORTS/OUTDOOR,할로윈,스포츠,고급,준내구,선매
2784,B,26,2606,B260606,SPORTS/OUTDOOR,물놀이 용품,스포츠,고급,준내구,선매
2785,B,26,2606,B260607,SPORTS/OUTDOOR,아웃도어용품,스포츠,고급,준내구,선매
2786,B,26,2606,B260608,SPORTS/OUTDOOR,정원모래놀이,스포츠,고급,준내구,선매
2787,B,26,2606,B260609,SPORTS/OUTDOOR,유아동승용물,스포츠,고급,준내구,선매
2788,B,26,2606,B260610,SPORTS/OUTDOOR,아동자전거,스포츠,고급,준내구,선매
2789,B,26,2606,B260611,SPORTS/OUTDOOR,전동승용물,스포츠,고급,준내구,선매
2790,B,26,2606,B260612,SPORTS/OUTDOOR,스포츠용품,스포츠,고급,준내구,선매
2791,B,26,2606,B260613,SPORTS/OUTDOOR,스포츠놀이,스포츠,고급,준내구,선매
2792,B,26,2606,B260614,SPORTS/OUTDOOR,스케이트류,스포츠,고급,준내구,선매
2793,B,26,2606,B260615,SPORTS/OUTDOOR,자전거용품,스포츠,고급,준내구,선매
2794,B,26,2606,B260616,SPORTS/OUTDOOR,파티/팬시,스포츠,고급,준내구,선매
2795,B,26,2606,B260617,SPORTS/OUTDOOR,프로모션,스포츠,고급,준내구,선매
2796,B,35,3501,B350101,스키,스키장비,스포츠,고급,준내구,선매
2797,B,35,3501,B350102,스키,스키잡화,스포츠,고급,준내구,선매
2798,B,35,3501,B350103,스키,스키복,스포츠,고급,준내구,선매
2799,B,35,3502,B350201,등산,등산복,스포츠,고급,준내구,선매
2800,B,35,3502,B350202,등산,등산용품,스포츠,고급,준내구,선매
2801,B,35,3502,B350203,등산,아웃도어용품,스포츠,고급,준내구,선매
2802,B,35,3502,B350204,등산,온라인 등산,스포츠,고급,준내구,선매
2803,B,35,3503,B350301,낚시,낚시대,스포츠,고급,준내구,선매
2804,B,35,3503,B350302,낚시,낚시잡화,스포츠,고급,준내구,선매
2805,B,35,3504,B350401,수영복,여성수영복,스포츠,고급,준내구,선매
2806,B,35,3504,B350402,수영복,남성수영복,스포츠,고급,준내구,선매
2807,B,35,3504,B350403,수영복,아동수영복,스포츠,고급,준내구,선매
2808,B,35,3504,B350404,수영복,수영용품,스포츠,고급,준내구,선매
2809,B,35,3504,B350405,수영복,헬스복,스포츠,고급,준내구,선매
2810,B,35,3504,B350406,수영복,온라인 수영복,스포츠,고급,준내구,선매
2811,B,35,3505,B350501,윈터스포츠,브랜드,스포츠,고급,준내구,선매
2812,B,35,3505,B350502,윈터스포츠,스키/보드장비,스포츠,고급,준내구,선매
2813,B,35,3505,B350503,윈터스포츠,스키/보드용품,스포츠,고급,준내구,선매
2814,B,35,3505,B350504,윈터스포츠,스키/보드의류,스포츠,고급,준내구,선매
2815,B,35,3506,B350601,워터스포츠,브랜드,스포츠,고급,준내구,선매
2816,B,35,3506,B350602,워터스포츠,물놀이용품,스포츠,고급,준내구,선매
2817,B,35,3506,B350603,워터스포츠,패션수영복,스포츠,고급,준내구,선매
2818,B,35,3506,B350604,워터스포츠,워터스포츠용품,스포츠,고급,준내구,선매
2819,B,35,3507,B350701,스포츠웨어,브랜드웨어,스포츠,고급,준내구,선매
2820,B,35,3507,B350702,스포츠웨어,등산웨어,스포츠,고급,준내구,선매
2821,B,35,3507,B350703,스포츠웨어,트레이닝웨어,스포츠,고급,준내구,선매
2822,B,36,3601,B360101,롤러보드,인라인스케이트,스포츠,고급,준내구,선매
2823,B,36,3601,B360102,롤러보드,스케이트보드,스포츠,고급,준내구,선매
2824,B,36,3601,B360103,롤러보드,킥보드,스포츠,고급,준내구,선매
2825,B,36,3601,B360104,롤러보드,기타롤러용품,스포츠,고급,준내구,선매
2826,B,36,3601,B360105,롤러보드,인라인스케이트,스포츠,고급,준내구,선매
2827,B,36,3601,B360106,롤러보드,보드류,스포츠,고급,준내구,선매
2828,B,36,3601,B360107,롤러보드,롤러보드용품,스포츠,고급,준내구,선매
2829,B,36,3602,B360201,구기용품,축구용품,스포츠,고급,준내구,선매
2830,B,36,3602,B360202,구기용품,야구용품,스포츠,고급,준내구,선매
2831,B,36,3602,B360203,구기용품,농구용품,스포츠,고급,준내구,선매
2832,B,36,3602,B360204,구기용품,배구용품,스포츠,고급,준내구,선매
2833,B,36,3602,B360205,구기용품,테니스/배드민턴,스포츠,고급,준내구,선매
2834,B,36,3602,B360206,구기용품,탁구용품,스포츠,고급,준내구,선매
2835,B,36,3602,B360207,구기용품,기타구기용품,스포츠,고급,준내구,선매
2836,B,36,3602,B360208,구기용품,팀유니폼,스포츠,고급,준내구,선매
2837,B,36,3603,B360301,헬스용품,헬스기구,스포츠,고급,준내구,선매
2838,B,36,3603,B360302,헬스용품,헬스용품,스포츠,고급,준내구,선매
2839,B,36,3603,B360303,헬스용품,웨이트용품,스포츠,고급,준내구,선매
2840,B,36,3603,B360304,헬스용품,피트니스용품,스포츠,고급,준내구,선매
2841,B,36,3603,B360305,헬스용품,측정용품,스포츠,고급,준내구,선매
2842,B,36,3603,B360306,헬스용품,보호대용품,스포츠,고급,준내구,선매
2843,B,36,3603,B360307,헬스용품,기타헬스용품,스포츠,고급,준내구,선매
2844,B,36,3603,B360308,헬스용품,투기용품,스포츠,고급,준내구,선매
2845,B,36,3604,B360401,자전거,MTB자전거,스포츠,고급,준내구,선매
2846,B,36,3604,B360402,자전거,일반자전거,스포츠,고급,준내구,선매
2847,B,36,3604,B360403,자전거,아동자전거,스포츠,고급,준내구,선매
2848,B,36,3604,B360404,자전거,자전거용품,스포츠,고급,준내구,선매
2849,B,36,3604,B360405,자전거,일반자전거,스포츠,고급,준내구,선매
2850,B,36,3604,B360406,자전거,전문자전거,스포츠,고급,준내구,선매
2851,B,36,3604,B360407,자전거,아동자전거,스포츠,고급,준내구,선매
2852,B,36,3605,B360501,스포츠ACC,스포츠장갑,스포츠,고급,준내구,선매
2853,B,36,3605,B360502,스포츠ACC,스포츠모자,스포츠,고급,준내구,선매
2854,B,36,3605,B360503,스포츠ACC,스포츠양말,스포츠,고급,준내구,선매
2855,B,36,3605,B360504,스포츠ACC,스포츠가방,스포츠,고급,준내구,선매
2856,B,36,3605,B360505,스포츠ACC,기타스포츠ACC,스포츠,고급,준내구,선매
2857,B,36,3605,B360506,스포츠ACC,스포츠잡화,스포츠,고급,준내구,선매
2858,B,36,3606,B360601,라켓스포츠,배드민턴용품,스포츠,고급,준내구,선매
2859,B,36,3606,B360602,라켓스포츠,테니스용품,스포츠,고급,준내구,선매
2860,B,36,3606,B360603,라켓스포츠,탁구용품,스포츠,고급,준내구,선매
2861,B,36,3607,B360701,시니어건강용품,안마용품,스포츠,고급,준내구,선매
2862,B,36,3607,B360702,시니어건강용품,보행용품,스포츠,고급,준내구,선매
2863,B,36,3607,B360703,시니어건강용품,생활용품,스포츠,고급,준내구,선매
2864,B,36,3607,B360704,시니어건강용품,침실용품,스포츠,고급,준내구,선매
2865,B,36,3608,B360801,스포츠의류,브랜드,스포츠,고급,준내구,선매
2866,B,36,3608,B360802,스포츠의류,기능성의류,스포츠,고급,준내구,선매
2867,B,50,5003,B500301,남성스포츠,남성스포츠상의,스포츠,고급,준내구,선매
2868,B,50,5003,B500302,남성스포츠,남성스포츠하의,스포츠,고급,준내구,선매
2869,B,50,5003,B500303,남성스포츠,남성스포츠아우터,스포츠,고급,준내구,선매
2870,B,50,5006,B500601,남성스포츠PB,어덜트PB,스포츠,고급,준내구,선매
2871,B,50,5006,B500602,남성스포츠PB,비지니스PB,스포츠,고급,준내구,선매
2872,B,50,5006,B500603,남성스포츠PB,스포츠PB,스포츠,고급,준내구,선매
2873,B,50,5006,B500604,남성스포츠PB,남성캐주얼PB,스포츠,고급,준내구,선매
2874,B,50,5007,B500701,남성스포츠NPB,비즈니스NPB,스포츠,고급,준내구,선매
2875,B,50,5007,B500702,남성스포츠NPB,남성캐주얼NPB,스포츠,고급,준내구,선매
2876,B,50,5008,B500801,남성스포츠특정,비지니스특정,스포츠,고급,준내구,선매
2877,B,51,5101,B510101,스포츠브랜드편집,에스마켓,스포츠,고급,준내구,선매
2878,B,51,5102,B510201,스포츠NB,브랜드 기획,스포츠,고급,준내구,선매
2879,B,51,5102,B510202,스포츠NB,브랜드,스포츠,고급,준내구,선매
2880,B,51,5102,B510203,스포츠NB,브랜드행사,스포츠,고급,준내구,선매
2881,B,51,5105,B510501,브랜드,브랜드,스포츠,고급,준내구,선매
2882,B,51,5105,B510502,브랜드,미입점행사,스포츠,고급,준내구,선매
2883,B,51,5105,B510503,브랜드,브랜드기획,스포츠,고급,준내구,선매
2884,B,69,6902,B690201,스포츠슈즈,런닝화,스포츠,고급,준내구,선매
2885,B,69,6902,B690202,스포츠슈즈,스니커즈,스포츠,고급,준내구,선매
2886,B,69,6902,B690203,스포츠슈즈,등산화,스포츠,고급,준내구,선매
2887,B,69,6902,B690204,스포츠슈즈,슬리퍼,스포츠,고급,준내구,선매
2888,B,69,6902,B690205,스포츠슈즈,병행수입스포츠슈즈,스포츠,고급,준내구,선매
2889,B,71,7101,B710101,브랜드,브랜드,스포츠,고급,준내구,선매
2890,B,71,7101,B710102,브랜드,미입점행사,스포츠,고급,준내구,선매
