고객번호,fluctuation,Monetary,cagr,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,A_fluctuation,B_fluctuation,C_fluctuation,D_fluctuation,고급_fluctuation,일반_fluctuation,편의_fluctuation,선매_fluctuation,전문_fluctuation,predict
9063,2.0,10404520.0,-0.1420805785193584,1246040.0,2494091.0,9180476.0,0.0,0.0,0.0,2.0,0.001,2.0,2.0,3.0,2.0,0.0,0
9064,-1.0,13996309.0,0.0984104005623893,234270.0,16653526.0,1651900.0,0.0,0.001,-1.0,0.0,0.001,-1.0,-1.0,-1.0,-1.0,0.001,1
9065,1.0,10059803.0,-0.0681117621236481,1638550.0,9925141.0,178803.0,0.0,-3.0,2.0,0.001,0.001,-1.0,4.0,4.0,-1.0,0.0,0
9066,0.0,13523129.0,0.034960190042957,7698470.0,10874226.0,255547.0,0.0,0.0,0.0,0.001,0.001,0.0,-2.0,-2.0,0.0,-2.0,1
9067,0.0,29647225.0,-0.0434972275145648,36793350.0,1880907.0,9520.0,0.0,0.0,-1.0,0.001,0.001,0.0,1.0,-1.0,1.0,-4.0,0
9068,1.0,12794911.0,-0.0791600228477091,3119560.0,1781400.0,13121116.0,0.0,-4.0,3.0,0.0,0.001,1.0,0.0,0.0,1.0,-2.0,0
9069,0.0,75967505.0,0.0335273552006627,87785680.0,2519255.0,39800.0,0.0,0.0,0.0,-2.0,0.001,0.0,0.0,-3.0,-1.0,1.0,0
9070,2.0,45332214.0,-0.1885350315130218,60570980.0,2282370.0,0.0,22400.0,0.001,0.001,0.001,0.001,1.0,0.0,0.0,1.0,2.0,0
9071,-1.0,53893637.0,0.1416432222084973,53729840.0,7393539.0,0.0,0.0,-2.0,3.0,0.001,0.001,-1.0,-2.0,1.0,-2.0,0.0,1
9072,0.0,10890130.0,0.0252930177204115,15000.0,14102536.0,16900.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,-1.0,0.0,0.001,1
9073,1.0,8466739.0,-0.0700859565043668,507840.0,10542635.0,200118.0,0.0,-2.0,1.0,1.0,0.001,1.0,2.0,1.0,1.0,-3.0,0
9074,-1.0,16992201.0,0.1225080287536688,20957740.0,166740.0,329019.0,0.0,-1.0,0.001,0.001,0.001,0.0,-2.0,0.0,-1.0,0.0,1
9075,1.0,54050520.0,-0.1258303577958612,62655780.0,2014670.0,4100.0,0.0,1.0,-5.0,-2.0,0.001,1.0,-2.0,-4.0,1.0,5.0,0
9076,-1.0,22248730.0,0.0571851760296362,14056930.0,13259695.0,509502.0,0.0,-1.0,2.0,-5.0,0.001,0.0,-1.0,0.0,0.0,4.0,1
9077,1.0,28251525.0,-0.1424018501618095,41335610.0,2522393.0,21730.0,0.0,1.0,0.0,-1.0,0.001,1.0,1.0,0.0,1.0,1.0,0
9078,1.0,18253995.0,-0.105776395694747,22704640.0,63900.0,844524.0,0.0,1.0,-2.0,-5.0,0.001,0.0,1.0,2.0,0.0,-2.0,0
9079,0.0,10485288.0,-0.009735723862858,1137960.0,12409661.0,160586.0,0.0,-3.0,1.0,0.001,0.001,1.0,0.0,0.0,0.0,-1.0,0
9080,-1.0,14402754.0,0.0359754950005817,6217400.0,12109654.0,4820.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,1.0,0
9081,-1.0,49919468.0,0.1110172514438421,64557010.0,775468.0,68340.0,0.0,0.001,0.001,0.001,0.001,-1.0,1.0,1.0,0.0,0.0,1
9082,0.0,21977490.0,0.0384687792050444,13530450.0,12908570.0,26280.0,0.0,0.0,-1.0,0.001,0.001,0.0,-1.0,-2.0,0.0,0.0,1
9083,3.0,28222238.0,-0.2611955792885261,44804940.0,910461.0,200397.0,0.0,1.0,2.0,-3.0,0.001,2.0,2.0,0.0,2.0,4.0,0
9084,-1.0,3693714.0,0.1246858617149504,1312710.0,34600.0,3450633.0,78990.0,-3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1
9085,1.0,12812507.0,-0.090935660052431,14203660.0,789657.0,0.0,22460.0,0.0,0.001,0.001,-5.0,1.0,1.0,2.0,0.0,5.0,0
9086,1.0,42824828.0,-0.087639838413696,50795080.0,131420.0,898519.0,2900.0,0.0,0.001,-1.0,0.001,1.0,-1.0,-1.0,0.0,-1.0,0
9087,-1.0,21453993.0,0.0916566266415155,15541030.0,8605696.0,859158.0,86900.0,-1.0,0.0,0.0,0.001,-1.0,1.0,0.0,-1.0,-4.0,1
9088,1.0,17392855.0,-0.0247404955728018,11878770.0,12429266.0,1092460.0,278650.0,0.0,1.0,4.0,-7.0,0.0,0.0,0.0,1.0,1.0,0
9089,0.0,5788112.0,0.0667903412700439,13000.0,7367823.0,14880.0,3100.0,0.001,-1.0,0.001,0.001,-1.0,0.0,0.0,0.0,0.0,1
9090,3.0,19813865.0,-0.2320912988063955,23608080.0,2182455.0,41610.0,0.0,2.0,0.0,0.001,0.001,1.0,2.0,1.0,1.0,5.0,0
9091,1.0,9972106.0,-0.0487133272801366,8896180.0,3852946.0,88120.0,32800.0,1.0,0.0,0.001,-5.0,1.0,1.0,0.0,1.0,0.0,0
9092,1.0,40342878.0,-0.0993989579680914,46901460.0,112332.0,3841703.0,0.0,1.0,0.001,0.001,0.001,1.0,0.0,2.0,-1.0,5.0,0
9093,-1.0,6618276.0,0.1148689157676883,1505750.0,7620562.0,39356.0,0.0,-2.0,-1.0,0.001,0.001,-2.0,-1.0,0.0,-1.0,0.001,1
9094,0.0,38863645.0,0.0532360107279925,50535820.0,2902683.0,49108.0,0.0,0.0,0.0,-3.0,0.001,0.0,-2.0,-2.0,-1.0,-4.0,0
9095,3.0,22636724.0,-0.2042635277997689,28228080.0,132594.0,9920.0,319900.0,0.001,0.001,0.001,0.001,1.0,0.0,1.0,1.0,1.0,0
9096,0.0,31309050.0,4.10136052981791e-05,43775390.0,3195940.0,0.0,108950.0,0.0,0.0,0.001,-5.0,0.0,-3.0,-2.0,0.0,-2.0,0
9097,0.0,10482463.0,0.0062279458269547,10144560.0,3642361.0,0.0,0.0,-1.0,0.0,0.001,0.001,0.0,1.0,1.0,-1.0,0.0,0
9098,-2.0,27223973.0,0.1922489914753318,33409580.0,240200.0,1608069.0,67100.0,-2.0,-3.0,0.0,0.001,-2.0,-4.0,0.0,-2.0,0.0,1
9099,1.0,40250528.0,-0.1487231217900141,44023270.0,8546902.0,1182763.0,12300.0,2.0,0.0,0.0,0.001,1.0,-1.0,0.0,0.0,4.0,0
9100,0.0,6572848.0,0.0043063894137163,2212270.0,39400.0,7472367.0,1000.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1
9101,-1.0,17409814.0,0.1559905302926885,17628060.0,5195834.0,79976.0,0.0,-1.0,1.0,0.001,0.001,-2.0,1.0,2.0,-1.0,-5.0,1
9102,0.0,9339435.0,-0.0296081278518949,1738430.0,1626508.0,8709198.0,0.0,-4.0,-1.0,1.0,0.001,-1.0,3.0,1.0,0.0,-2.0,0
9103,1.0,16395868.0,-0.1106268289135377,11402620.0,10176300.0,100210.0,0.0,0.0,3.0,-4.0,0.001,0.0,2.0,1.0,0.0,2.0,0
9104,-2.0,6000614.0,0.1566548708968012,2916220.0,1261629.0,1365624.0,2536870.0,-4.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,0.0,1
9105,0.0,21780010.0,0.0422336709141186,26962640.0,351734.0,0.0,79150.0,0.001,0.001,0.001,0.001,-1.0,4.0,4.0,-1.0,-2.0,0
9106,0.0,4829283.0,0.0160179105459772,38800.0,6398275.0,50890.0,0.0,-1.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,-1.0,1
9107,2.0,47468807.0,-0.1647075481672051,58477340.0,5172235.0,56750.0,0.0,1.0,0.0,0.001,0.001,2.0,0.0,2.0,2.0,0.0,0
9108,0.0,8075379.0,0.0308492375769038,1174810.0,395717.0,8577871.0,0.0,0.001,0.001,-2.0,0.001,0.0,0.0,-1.0,2.0,2.0,1
9109,0.0,16488015.0,0.0090043901714451,4697570.0,16825292.0,95070.0,0.0,0.0,0.0,0.001,0.001,-1.0,0.0,0.0,0.0,-4.0,0
9110,0.0,81648621.0,-0.0149395363803997,96357400.0,1907705.0,66120.0,0.0,0.0,2.0,0.001,0.001,0.0,2.0,2.0,0.0,0.0,0
9111,-1.0,23919813.0,0.1603379465034335,2739030.0,28636313.0,18980.0,0.0,-3.0,-2.0,0.001,0.001,-1.0,-3.0,-3.0,-1.0,-1.0,1
9112,1.0,7113497.0,-0.0518455243970844,0.0,9517190.0,43962.0,0.0,0.001,1.0,-2.0,0.001,2.0,-1.0,0.0,1.0,3.0,0
9113,4.0,32421592.0,-0.3311607484034445,40851820.0,39900.0,969752.0,18000.0,0.001,0.001,0.001,0.001,3.0,2.0,2.0,3.0,1.0,0
9114,-1.0,13996876.0,0.0719019060242811,3801780.0,14376381.0,0.0,7300.0,-1.0,-1.0,0.001,-3.0,-1.0,-1.0,-1.0,0.0,-2.0,1
9115,0.0,12946470.0,0.0236924087173446,15118570.0,0.0,51406.0,1692120.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,0.0,2.0,0
9116,0.0,26166331.0,-0.0558609224021651,32007160.0,64040.0,70661.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,2.0,-1.0,0.0,0
9117,0.0,73010510.0,0.0074400750038376,80971650.0,446550.0,12260.0,0.0,0.001,0.001,0.001,0.001,-1.0,0.0,0.0,1.0,0.0,0
9118,-1.0,9846157.0,0.0910696435406688,309500.0,12312139.0,79930.0,0.0,0.001,-1.0,-2.0,0.001,0.0,-1.0,-2.0,0.0,0.0,1
9119,-1.0,65578697.0,0.1408345514829414,80712190.0,5636142.0,253799.0,0.0,0.001,0.001,0.001,0.001,-1.0,1.0,0.0,-1.0,-2.0,0
9120,1.0,9204474.0,-0.0670525651628624,1300100.0,10456604.0,112569.0,0.0,0.001,0.0,0.001,0.001,1.0,0.0,-1.0,1.0,5.0,0
9121,0.0,86552330.0,-0.0676743527259551,145169820.0,901230.0,100620.0,0.0,-9.0,-1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0,0
9122,-1.0,28677826.0,0.1099959859254551,30552170.0,3678396.0,14880.0,79600.0,-1.0,0.0,-3.0,0.001,-1.0,0.0,1.0,-1.0,0.0,1
9123,0.0,41084660.0,0.0176910054457846,57596990.0,2217800.0,52730.0,287830.0,0.001,0.001,0.001,0.001,0.0,-1.0,-1.0,-1.0,0.0,1
9124,-2.0,13780145.0,0.1492338478372745,1315940.0,186290.0,18783799.0,0.0,0.001,-3.0,-1.0,0.001,0.0,-2.0,-1.0,-1.0,0.0,1
9125,-1.0,59571540.0,0.0846089244688237,90624190.0,61350.0,68210.0,0.0,-1.0,0.001,0.001,0.001,-1.0,4.0,4.0,-2.0,5.0,1
9126,-4.0,9033144.0,0.3376990637160413,2602610.0,10380358.0,116866.0,0.0,-5.0,-3.0,0.001,0.001,-2.0,-4.0,-3.0,-3.0,-2.0,1
9127,1.0,56224265.0,-0.0958207211868749,65261030.0,12317329.0,410920.0,0.0,1.0,1.0,-3.0,0.001,0.0,3.0,2.0,1.0,-2.0,0
9128,-1.0,17916940.0,0.0950573362007629,21413450.0,17390.0,0.0,0.0,0.001,0.001,0.001,0.001,-1.0,2.0,1.0,-1.0,-2.0,0
9129,0.0,15022026.0,0.0411688253839346,19091930.0,220530.0,1105316.0,0.0,-1.0,0.001,1.0,0.001,0.0,-1.0,-1.0,0.0,0.0,1
9130,2.0,10627727.0,-0.0728389273801731,2797860.0,0.0,10457193.0,0.0,0.0,0.001,1.0,0.001,1.0,1.0,1.0,1.0,2.0,0
9131,0.0,12473389.0,-0.020021607331894,225160.0,15916083.0,1990.0,0.0,0.001,1.0,0.001,0.001,0.0,0.0,1.0,1.0,0.0,1
9132,1.0,8054380.0,-0.0740001700226797,11137180.0,12600.0,17920.0,0.0,0.0,-1.0,0.001,0.001,0.0,3.0,3.0,0.0,-1.0,0
9133,-1.0,9211099.0,0.0254059323953854,0.0,331062.0,11141637.0,6900.0,0.001,0.001,0.0,0.001,-1.0,0.0,0.0,0.0,0.0,1
9134,1.0,82378251.0,-0.0566870715875437,103924440.0,591821.0,40640.0,0.0,0.0,0.001,-4.0,0.001,0.0,3.0,0.0,0.0,0.0,0
9135,-1.0,16773755.0,0.1023071550060088,17809190.0,3761908.0,58810.0,0.0,0.0,1.0,0.001,0.001,-1.0,-2.0,0.0,-1.0,-3.0,1
9136,0.0,393808440.0,0.0144274130791322,523185080.0,450830.0,2388750.0,0.0,0.0,0.001,0.0,0.001,0.0,2.0,1.0,0.0,4.0,0
9137,4.0,12505908.0,-0.2609986264212665,2898220.0,11949233.0,324240.0,7450.0,0.001,3.0,-5.0,0.001,4.0,3.0,4.0,3.0,4.0,0
9138,-4.0,17378340.0,0.3727467879472885,23566350.0,0.0,0.0,8200.0,0.001,0.001,0.001,0.001,-1.0,-8.0,-8.0,-1.0,-4.0,1
9139,0.0,74972200.0,-0.0745406650070908,88701110.0,28900.0,85550.0,0.0,0.001,0.001,0.001,0.001,0.0,3.0,4.0,0.0,0.0,0
9140,-2.0,27837753.0,0.186272422928523,37817800.0,3677038.0,33590.0,115650.0,-1.0,1.0,-1.0,-6.0,-1.0,-1.0,-1.0,-2.0,0.0,1
9141,0.0,12760596.0,0.0370191189305202,1311000.0,4067754.0,11291808.0,0.0,-4.0,1.0,-1.0,0.001,0.0,0.0,0.0,0.0,0.001,1
9142,1.0,33333867.0,-0.0799872633123184,36941760.0,8085712.0,140567.0,0.0,1.0,0.0,0.001,0.001,1.0,0.0,0.0,1.0,-1.0,0
9143,-1.0,13178553.0,0.206532450682666,2359640.0,16018268.0,12800.0,0.0,-4.0,-2.0,0.001,0.001,-1.0,-3.0,-2.0,-2.0,-1.0,1
9144,0.0,14232760.0,-0.0108154111040261,3380960.0,16140113.0,60420.0,0.0,-4.0,1.0,0.001,0.001,-1.0,3.0,2.0,-1.0,0.0,0
9145,-1.0,13556394.0,0.1656812454484517,835700.0,3622164.0,12753875.0,0.0,-4.0,0.0,-3.0,0.001,-1.0,-1.0,-1.0,-2.0,-2.0,1
9146,-1.0,10201675.0,0.0869120677943766,571000.0,13148668.0,2780.0,0.0,0.001,-1.0,0.001,0.001,-1.0,0.0,0.0,-1.0,0.0,1
9147,-1.0,4937856.0,0.0268551544115589,384600.0,0.0,6022427.0,0.0,0.001,0.001,0.0,0.001,-1.0,1.0,0.0,0.0,2.0,1
9148,1.0,74912072.0,-0.1316585324848732,90379430.0,359932.0,77460.0,19200.0,1.0,-1.0,-3.0,0.001,0.0,2.0,1.0,1.0,-4.0,0
9149,1.0,11781838.0,-0.042827476959403,15800100.0,3900.0,174578.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,1.0,0
9150,-1.0,20133940.0,0.0365223349878496,23675620.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,-1.0,2.0,0.0,-2.0,0
9151,2.0,108975868.0,-0.1406868507301352,144462720.0,3576809.0,45160.0,0.0,1.0,0.0,-1.0,0.001,1.0,3.0,1.0,1.0,0.0,0
9152,1.0,30478566.0,-0.0973898305119319,24716610.0,17623481.0,0.0,136750.0,1.0,0.0,0.001,-6.0,1.0,1.0,1.0,0.0,1.0,0
9153,0.0,12711734.0,-0.0484392635142145,7028880.0,1013270.0,7668040.0,0.0,1.0,1.0,0.0,0.001,1.0,0.0,0.0,0.0,5.0,0
9154,-2.0,7883405.0,0.144587100634199,9169010.0,1725481.0,181495.0,0.0,-1.0,1.0,-5.0,0.001,-1.0,-2.0,-2.0,0.0,-3.0,1
9155,2.0,14051323.0,-0.1276710238509931,6377170.0,9764236.0,1048814.0,0.0,-1.0,6.0,-1.0,0.001,0.0,6.0,6.0,-1.0,2.0,0
9156,-1.0,62961264.0,0.1098191215342283,101526140.0,156200.0,1867001.0,0.0,-1.0,0.001,0.0,0.001,-1.0,1.0,1.0,-1.0,4.0,1
9157,0.0,17153139.0,-0.028901156286934,15812430.0,4669461.0,445994.0,9100.0,0.0,0.0,-4.0,0.001,1.0,0.0,0.0,1.0,-3.0,0
9158,1.0,39793642.0,-0.0826776315695656,49764460.0,633570.0,872283.0,0.0,0.0,-2.0,-3.0,0.001,1.0,0.0,0.0,0.0,-2.0,0
9159,1.0,35298845.0,-0.1208170790149847,37498010.0,4990570.0,130310.0,0.0,1.0,-5.0,-3.0,0.001,1.0,0.0,0.0,1.0,5.0,0
9160,0.0,8277482.0,7.759947752883356e-05,9943220.0,339022.0,30410.0,0.0,0.0,-3.0,-3.0,0.001,0.0,0.0,0.0,0.0,1.0,0
9161,-1.0,9063051.0,0.0854524858904295,3666830.0,852040.0,8405260.0,0.0,0.0,-3.0,-2.0,0.001,0.0,-2.0,-3.0,-2.0,2.0,1
9162,1.0,4567337.0,-0.0455606066173116,805000.0,518680.0,4829123.0,0.0,0.001,-2.0,0.0,0.001,1.0,0.0,0.0,1.0,0.001,0
9163,0.0,57533632.0,-0.0258162891031465,54372510.0,12688628.0,2800.0,17000.0,0.0,1.0,0.001,0.001,0.0,-1.0,-1.0,0.0,0.0,0
9164,0.0,20624268.0,-0.0527287995085861,25579080.0,1673655.0,0.0,52520.0,0.001,0.001,0.001,0.001,0.0,-1.0,2.0,0.0,0.0,0
9165,-2.0,5850521.0,0.1563201444732813,146500.0,380481.0,7209347.0,0.0,0.001,0.0,-1.0,0.001,-3.0,-2.0,-2.0,1.0,0.001,1
9166,0.0,8851774.0,-0.0148367905873977,9141650.0,1243943.0,86456.0,0.0,0.0,-4.0,-3.0,0.001,0.0,1.0,1.0,0.0,0.0,0
9167,0.0,8254466.0,0.0113986035994757,1393500.0,111040.0,8305725.0,0.0,0.001,0.001,0.0,0.001,0.0,1.0,0.0,-1.0,-3.0,1
9168,-2.0,9635210.0,0.1142578791530586,1526620.0,11048007.0,3500.0,0.0,2.0,-2.0,0.001,0.001,-1.0,-2.0,-1.0,-1.0,1.0,1
9169,-3.0,9128459.0,0.2356187211562312,667550.0,10644285.0,0.0,114900.0,0.001,-1.0,0.001,-5.0,-1.0,-2.0,-2.0,-1.0,-1.0,1
9170,0.0,8769957.0,-0.0059080931548438,4935530.0,1469698.0,6172661.0,0.0,0.0,3.0,0.0,0.001,0.0,1.0,2.0,-1.0,3.0,0
9171,2.0,17925190.0,-0.1763113666175768,19172610.0,556246.0,35200.0,0.0,0.001,0.001,0.001,0.001,1.0,3.0,3.0,-1.0,0.0,0
9172,0.0,10351240.0,0.0236161446489118,12119930.0,1052880.0,10580.0,0.0,0.001,0.001,0.001,0.001,0.0,-3.0,-1.0,0.0,0.0,0
9173,0.0,59719651.0,-0.0737197181373058,74182800.0,7834452.0,0.0,24900.0,1.0,-1.0,0.001,-5.0,0.0,2.0,2.0,0.0,0.0,0
9174,-2.0,14498289.0,0.1616688417872374,3089000.0,15599659.0,9900.0,0.0,-6.0,1.0,0.001,0.001,-1.0,0.0,0.0,0.0,-5.0,1
9175,4.0,22296855.0,-0.3138518516704616,24181550.0,3754634.0,0.0,1000.0,1.0,-1.0,0.001,-1.0,3.0,5.0,4.0,2.0,4.0,0
9176,-1.0,11758439.0,0.100100561293088,486900.0,14668103.0,42270.0,0.0,0.001,-2.0,-1.0,0.001,0.0,-2.0,-2.0,0.0,0.0,1
9177,0.0,15138519.0,-0.0095385986809328,1024300.0,18886488.0,42350.0,0.0,-4.0,0.0,0.001,0.001,0.0,-1.0,1.0,0.0,0.0,0
9178,1.0,6850101.0,-0.0588266591101153,1007000.0,7893480.0,3100.0,0.0,-3.0,1.0,0.001,0.001,0.0,2.0,2.0,0.0,-1.0,0
9179,2.0,21871650.0,-0.1577178747417195,25324970.0,83000.0,0.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,1.0,1.0,0.0,0
9180,-1.0,52790139.0,0.196884859746244,63843030.0,2762519.0,674223.0,0.0,-2.0,-1.0,-5.0,0.001,-1.0,-4.0,-2.0,-2.0,-5.0,1
9181,2.0,61604714.0,-0.2580649435323715,85597330.0,1511334.0,7100.0,0.0,2.0,-3.0,0.001,0.001,3.0,1.0,0.0,1.0,1.0,0
9182,2.0,12609057.0,-0.1399022877092576,15068990.0,1034357.0,26970.0,0.0,0.0,2.0,0.001,0.001,2.0,0.0,1.0,1.0,3.0,0
9183,0.0,7639196.0,0.0401026924165814,0.0,10315396.0,32270.0,0.0,0.001,-1.0,0.001,0.001,0.0,0.0,1.0,0.0,-1.0,1
9184,0.0,20398187.0,-0.0153231472099419,25922760.0,221250.0,189391.0,0.0,0.001,0.001,0.001,0.001,0.0,-3.0,-2.0,1.0,0.0,0
9185,0.0,42122949.0,-0.0795271093781279,49443610.0,644655.0,1006439.0,0.0,1.0,-4.0,-4.0,0.001,0.0,3.0,1.0,0.0,5.0,0
9186,-1.0,63651902.0,0.1321939072286579,91212580.0,2361182.0,350550.0,0.0,-1.0,-6.0,-4.0,0.001,-2.0,-4.0,-4.0,-1.0,5.0,1
9187,-1.0,5237520.0,0.099243132345091,2070580.0,5520774.0,24530.0,0.0,-2.0,0.0,0.001,0.001,0.0,-1.0,-1.0,-1.0,-1.0,1
9188,0.0,17206710.0,0.0140804390215094,11124090.0,10290434.0,28789.0,17500.0,0.0,-2.0,0.001,0.001,0.0,1.0,1.0,-1.0,-3.0,0
9189,0.0,9478663.0,0.0494669226056403,746900.0,2685094.0,9123891.0,0.0,0.001,-1.0,0.0,0.001,0.0,-1.0,0.0,0.0,0.001,1
9190,0.0,17596095.0,0.0170956527101056,15365600.0,7418618.0,145633.0,1800.0,-1.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,0
9191,-3.0,21130155.0,0.3384502082430485,12584790.0,14712069.0,383230.0,0.0,-2.0,-2.0,-4.0,0.001,-2.0,-2.0,-2.0,-2.0,-2.0,1
9192,0.0,73093257.0,-0.014841510100126,98480990.0,3212737.0,0.0,6000.0,0.0,0.0,0.001,-3.0,0.0,2.0,1.0,0.0,0.0,0
9193,1.0,10610445.0,-0.062585205597118,1689200.0,12205831.0,29980.0,0.0,0.001,0.0,0.001,0.001,3.0,0.0,1.0,1.0,5.0,0
9194,-1.0,9849175.0,0.0853433617975696,2857060.0,10587634.0,33216.0,0.0,-4.0,-1.0,-3.0,0.001,0.0,-1.0,0.0,0.0,-5.0,1
9195,-4.0,10128144.0,0.4325065076992043,4310260.0,9610086.0,45940.0,0.0,-2.0,-3.0,0.001,0.001,-3.0,-5.0,-4.0,-3.0,-3.0,1
9196,0.0,12029133.0,-0.0346857279861119,1600900.0,3877360.0,10787494.0,0.0,-3.0,-1.0,2.0,0.001,0.0,1.0,1.0,0.0,-3.0,0
9197,2.0,37886100.0,-0.2004853233209214,62274660.0,277300.0,32320.0,0.0,1.0,0.001,-4.0,0.001,2.0,2.0,0.0,1.0,1.0,0
9198,0.0,7220279.0,0.0385310064076493,96400.0,165200.0,9077593.0,0.0,0.001,-2.0,0.0,0.001,0.0,-1.0,0.0,0.0,2.0,1
9199,1.0,60860196.0,-0.1263296464628162,87768330.0,1177292.0,360148.0,0.0,1.0,-4.0,3.0,0.001,2.0,-6.0,-5.0,2.0,1.0,0
9200,1.0,16046386.0,-0.0798036305898453,13492010.0,6133402.0,209830.0,1200.0,0.0,-1.0,0.001,0.001,1.0,0.0,0.0,1.0,-3.0,0
9201,0.0,70997650.0,0.0679405494948359,97681670.0,1084060.0,25720.0,0.0,0.0,-2.0,-4.0,0.001,0.0,0.0,1.0,-1.0,0.0,0
9202,-1.0,16612438.0,0.1292543059706294,6297670.0,15824387.0,171270.0,0.0,-1.0,-1.0,-5.0,0.001,-1.0,-1.0,0.0,-1.0,0.0,1
9203,-3.0,13843158.0,0.1939655617584796,8478660.0,8997278.0,31970.0,0.0,-2.0,-1.0,-3.0,0.001,-2.0,-1.0,-2.0,-1.0,-1.0,1
9204,0.0,5756326.0,-0.0039575847648042,472770.0,6854468.0,3400.0,0.0,0.001,0.0,0.001,0.001,1.0,0.0,0.0,0.0,0.0,0
9205,-2.0,52458903.0,0.1518571744430636,69780030.0,8394282.0,791496.0,0.0,-1.0,0.0,2.0,0.001,-2.0,1.0,0.0,0.0,0.0,1
9206,1.0,36950716.0,-0.0189120069394062,43714940.0,1959136.0,24028.0,0.0,0.0,-4.0,0.001,0.001,0.0,0.0,-1.0,0.0,0.0,0
9207,-2.0,76794552.0,0.162717346622357,108172070.0,789542.0,2500.0,326400.0,0.001,0.001,0.001,0.001,-2.0,2.0,2.0,-1.0,0.0,1
9208,-2.0,9254346.0,0.174202820888319,155700.0,11750320.0,23210.0,0.0,-3.0,-1.0,-3.0,0.001,-2.0,-1.0,-1.0,-2.0,-1.0,1
9209,0.0,31384288.0,-0.0597850603228066,45614310.0,4953868.0,2990.0,75150.0,0.0,0.0,0.001,-3.0,0.0,2.0,1.0,1.0,0.0,0
9210,0.0,91518217.0,-0.0450171190787708,114852950.0,13763503.0,14680.0,0.0,0.0,-1.0,0.001,0.001,0.0,1.0,-1.0,0.0,0.0,0
9211,-2.0,39296114.0,0.2695533495953905,46332920.0,3191592.0,5460.0,0.0,0.001,0.001,0.001,0.001,-1.0,-1.0,0.0,-2.0,-5.0,1
9212,0.0,18292331.0,-0.0008859979282389,5118670.0,16332806.0,123360.0,0.0,0.0,0.0,0.001,0.001,-1.0,2.0,3.0,-1.0,-1.0,0
9213,0.0,36096074.0,0.0047611178097564,28828140.0,12242212.0,0.0,73920.0,0.0,1.0,0.001,0.001,0.0,1.0,1.0,0.0,5.0,0
9214,0.0,50089886.0,-0.0673441015964209,66145400.0,3902798.0,1167280.0,0.0,1.0,0.0,0.0,0.001,0.0,-1.0,-1.0,1.0,-1.0,0
9215,-1.0,84404168.0,0.0209197174148589,98163080.0,474918.0,151600.0,0.0,0.0,-4.0,-5.0,0.001,0.0,0.0,-2.0,2.0,-2.0,0
9216,1.0,11039154.0,-0.0884220754727783,243600.0,15090912.0,119170.0,0.0,0.001,1.0,-3.0,0.001,1.0,2.0,2.0,1.0,-1.0,0
9217,-1.0,8115294.0,0.113869020699834,2038200.0,806740.0,7391341.0,0.0,-4.0,0.0,-1.0,0.001,-1.0,0.0,-1.0,-1.0,0.001,1
9218,3.0,14603580.0,-0.1912785835703818,10819710.0,9682066.0,128912.0,0.0,3.0,2.0,0.001,0.001,3.0,2.0,2.0,3.0,3.0,0
9219,-1.0,8826743.0,0.0575346099587545,119800.0,48690.0,11041121.0,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,-1.0,-1.0,1
9220,3.0,12138490.0,-0.1839808540903011,17012860.0,1142031.0,19590.0,0.0,1.0,0.0,0.001,0.001,1.0,4.0,2.0,2.0,0.0,0
9221,1.0,10543580.0,-0.0765188484085085,13090870.0,285799.0,409020.0,12000.0,0.0,-1.0,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0
9222,1.0,22179150.0,-0.1435452918447181,25102450.0,472522.0,16240.0,0.0,1.0,-3.0,0.001,0.001,1.0,-2.0,-2.0,1.0,0.0,0
9223,0.0,42544330.0,-0.0766417329186889,52313950.0,276016.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,6.0,4.0,0.0,2.0,0
9224,1.0,1868410.0,-0.2145960312821277,43000.0,0.0,14770.0,2104620.0,0.001,0.001,0.001,0.001,2.0,1.0,1.0,1.0,0.0,0
9225,0.0,34308883.0,0.0206750633967942,48610150.0,1501550.0,23243.0,0.0,0.001,0.001,0.001,0.001,0.0,3.0,0.0,-1.0,3.0,1
9226,1.0,65062360.0,-0.1446515096233718,80424000.0,1299010.0,43560.0,0.0,1.0,-3.0,0.001,0.001,1.0,1.0,0.0,1.0,0.0,0
