고객번호,fluctuation,f_커리어,f_소형가전,f_셔츠,f_모피피혁,f_시티웨어,f_골프용품,f_통신컴퓨터,f_주방가전,f_트래디셔널,f_준보석시계,f_디자이너,f_대형가전,f_악기,f_보석,f_남성 트랜디,f_축산가공,f_남성정장,f_명품,Monetary,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,pred
12296,0.0,0.0,0.0001,-4.0,0.0001,0.0,3.0,0.0001,4.0,5.0,0.0,0.0001,0.0001,0.0001,0.0,4.0,2.0,5.0,0.0,11163226.0,13724490.0,1045566.0,20390.0,0.0,0
12297,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,23583048.0,36476800.0,554508.0,16990.0,23100.0,1
12298,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0,2.0,0.0,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,-3.0,2215696.0,6000.0,2705206.0,32220.0,0.0,0
12299,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,28408150.0,35384200.0,0.0,107940.0,0.0,0
12300,0.0,0.0001,0.0001,0.0,0.0001,0.0,-5.0,-2.0,0.0,-2.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,-1.0,0.0001,-5.0,7427144.0,63800.0,190750.0,9553076.0,0.0,1
12301,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,-4.0,30323997.0,33549100.0,2859515.0,3283590.0,0.0,0
12302,1.0,0.0001,0.0001,0.0001,4.0,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,20067516.0,14556580.0,12037018.0,15790.0,0.0,0
12303,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11524233.0,12304140.0,2205055.0,136060.0,0.0,0
12304,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6524541.0,1509250.0,7748885.0,246430.0,0.0,1
12305,0.0,0.0001,0.0001,-3.0,0.0001,0.0001,-6.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,2.0,0.0001,0.0,8842071.0,54530.0,198500.0,11547731.0,0.0,1
12306,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,4.0,25306380.0,27598480.0,3158030.0,21440.0,0.0,0
12307,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,20380980.0,7029380.0,24220924.0,199130.0,0.0,1
12308,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,9181869.0,503400.0,9947998.0,11950.0,0.0,0
12309,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10948038.0,364700.0,885510.0,13691683.0,0.0,1
12310,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,13682488.0,1185150.0,2007410.0,15295002.0,0.0,1
12311,-2.0,2.0,0.0001,-2.0,0.0,0.0,-3.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,4.0,4938131.0,301300.0,8430.0,6001470.0,0.0,0
12312,1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,23429920.0,26156780.0,1329580.0,333150.0,0.0,0
12313,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,14945159.0,14252190.0,4145849.0,138930.0,0.0,0
12314,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,12682525.0,1697740.0,6333260.0,7135407.0,14900.0,0
12315,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,13409082.0,2297250.0,402980.0,14507374.0,0.0,0
12316,2.0,0.0,-7.0,0.0,9.0,0.0,2.0,0.0001,7.0,8.0,0.0,0.0,0.0001,0.0001,0.0,0.0,7.0,0.0001,-7.0,5892386.0,1792250.0,100400.0,6931067.0,0.0,1
12317,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,202112600.0,237111560.0,86520.0,0.0,16300.0,0
12318,0.0,0.0001,0.0,0.0001,3.0,0.0,5.0,0.0,0.0001,-3.0,0.0001,0.0,0.0001,0.0001,0.0001,-2.0,6.0,0.0001,-7.0,9549087.0,92000.0,489822.0,11024635.0,0.0,0
12319,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,46060333.0,59082830.0,5485979.0,32922.0,0.0,1
12320,4.0,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,7.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,-4.0,0.0001,0.0,5654193.0,439300.0,372209.0,6538552.0,0.0,0
12321,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,0.0001,0.0001,18772210.0,26152100.0,102330.0,0.0,0.0,1
12322,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5756722.0,305350.0,7371076.0,76342.0,0.0,1
12323,-1.0,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11201617.0,381800.0,19000.0,15044983.0,0.0,1
12324,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,14582882.0,5709090.0,36400.0,12075125.0,9900.0,0
12325,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,-6.0,0.0001,0.0001,0.0001,-6.0,-2.0,4.0,0.0,-7.0,7601948.0,2138900.0,75480.0,8225963.0,0.0,1
12326,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,60370869.0,89678570.0,1584690.0,924709.0,0.0,1
12327,0.0,0.0001,0.0,2.0,0.0001,0.0001,-6.0,0.0001,0.0001,-4.0,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,-4.0,0.0,0.0,5867790.0,543400.0,768240.0,6833575.0,0.0,1
12328,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,31176688.0,40167750.0,472578.0,14270.0,0.0,0
12329,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,10611694.0,2816450.0,9990908.0,3170.0,0.0,0
12330,-2.0,0.0,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,10554740.0,605730.0,12913517.0,16450.0,0.0,0
12331,1.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0,0.0001,0.0,11742385.0,2416020.0,12466895.0,90717.0,0.0,0
12332,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-3.0,0.0001,0.0001,24504356.0,38230520.0,660306.0,340460.0,274340.0,1
12333,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-7.0,0.0001,0.0001,4762809.0,1288520.0,4949710.0,44570.0,0.0,1
12334,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,10768160.0,40740.0,14296132.0,3960.0,0.0,1
12335,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,6874927.0,1065560.0,7945123.0,25690.0,0.0,1
12336,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7327928.0,487100.0,9164883.0,30410.0,0.0,1
12337,-1.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,-4.0,7.0,-4.0,0.0,0.0001,7506960.0,894500.0,601398.0,7769254.0,0.0,0
12338,2.0,-3.0,0.0,-6.0,-7.0,1.0,3.0,0.0,0.0,-1.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,4.0,-1.0,6.0,17432280.0,5140040.0,16759794.0,104140.0,0.0,0
12339,0.0,1.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,34325694.0,44554730.0,177934.0,216620.0,0.0,0
12340,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0,6693010.0,8794600.0,0.0,0.0,0.0,0
12341,0.0,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,16095727.0,19183290.0,1069967.0,82355.0,0.0,0
12342,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,10333455.0,727400.0,11083627.0,2150176.0,0.0,1
12343,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,13859087.0,1646000.0,15617158.0,0.0,2950.0,0
12344,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,5298023.0,623120.0,2272561.0,3569755.0,0.0,0
12345,-1.0,-3.0,0.0001,0.0001,6.0,0.0001,0.0001,0.0,0.0,1.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,2.0,0.0001,0.0001,12329709.0,166780.0,16784286.0,198080.0,0.0,1
12346,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,44158030.0,59306820.0,0.0,0.0,0.0,0
12347,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10627882.0,2518280.0,9387348.0,902687.0,0.0,0
12348,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8161841.0,29000.0,1644971.0,9181390.0,0.0,1
12349,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,-5.0,0.0001,0.0001,5178335.0,156500.0,631920.0,6049261.0,0.0,1
12350,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7486554.0,44000.0,9862265.0,21570.0,0.0,1
12351,3.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0,0.0001,0.0001,8403909.0,4894930.0,1472957.0,5715299.0,0.0,1
12352,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6111729.0,1963940.0,6437762.0,17810.0,0.0,1
12353,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,1502164.0,179000.0,0.0,288504.0,1785570.0,0
12354,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,8217358.0,44800.0,10304869.0,75910.0,0.0,0
12355,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8401436.0,135340.0,10489073.0,33710.0,0.0,0
12356,1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0,4642397.0,126100.0,21450.0,5211393.0,0.0,0
12357,-1.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,56106530.0,70240280.0,860020.0,39280.0,0.0,0
12358,-1.0,5.0,0.0001,-5.0,1.0,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8.0,0.0001,0.0,4432760.0,1422400.0,0.0,159250.0,3719980.0,0
12359,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11036170.0,13108790.0,34500.0,0.0,0.0,0
12360,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,6302479.0,5000.0,47140.0,8157227.0,0.0,0
12361,2.0,0.0,4.0,0.0,0.0001,-5.0,0.0001,-3.0,1.0,-2.0,5.0,0.0001,6.0,0.0001,0.0001,0.0,0.0001,0.0001,-7.0,8889581.0,3225630.0,6679621.0,0.0,20000.0,0
12362,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,59831391.0,81923630.0,591600.0,99721.0,0.0,0
12363,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6688064.0,713950.0,96319.0,7278621.0,0.0,0
12364,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0,7623247.0,0.0,0.0,9826748.0,0.0,0
12365,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-7.0,0.0001,0.0001,11382866.0,5930680.0,8842903.0,10460.0,0.0,0
12366,-2.0,0.0,0.0001,-3.0,0.0001,0.0001,0.0,0.0,5.0,2.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,-3.0,0.0,-1.0,16063336.0,1146000.0,20233476.0,6400.0,6500.0,1
12367,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,36998467.0,46349050.0,764362.0,2990.0,0.0,0
12368,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,8732021.0,54000.0,12358207.0,11000.0,0.0,1
12369,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,-6.0,0.0001,0.0001,11150489.0,204870.0,15758319.0,15780.0,0.0,1
12370,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8362117.0,2272700.0,8558599.0,24920.0,0.0,0
12371,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8180580.0,3075680.0,26150.0,8134769.0,0.0,1
12372,2.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5547750.0,266900.0,6569638.0,44250.0,0.0,0
12373,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-9.0,0.0001,0.0001,8807139.0,819280.0,10786061.0,75200.0,0.0,1
12374,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,10186759.0,341600.0,10581119.0,1071554.0,0.0,0
12375,-2.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,10562059.0,142750.0,13225115.0,102350.0,0.0,0
12376,-2.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-7.0,0.0001,1.0,5.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,8018725.0,10738930.0,1247106.0,57560.0,0.0,1
12377,-1.0,0.0001,0.0001,6.0,0.0,0.0001,-4.0,4.0,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,-7.0,-3.0,0.0001,-3.0,10589989.0,5217670.0,1702513.0,0.0,6324650.0,0
12378,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,29971780.0,43341630.0,395700.0,567990.0,0.0,1
12379,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,3.0,9336989.0,27500.0,11921149.0,318686.0,0.0,1
12380,1.0,6.0,0.0001,2.0,0.0001,0.0001,-7.0,0.0,0.0001,2.0,-9.0,0.0,0.0001,0.0001,-5.0,3.0,0.0001,0.0,0.0,16900931.0,17966740.0,2685602.0,116440.0,1600.0,0
12381,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0,0.0001,0.0001,50779532.0,59531770.0,3998598.0,97068.0,0.0,0
12382,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,16594379.0,1122380.0,20523969.0,265990.0,0.0,1
12383,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,10687379.0,610900.0,12257943.0,0.0,0.0,0
12384,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4941133.0,137000.0,1978710.0,4364131.0,0.0,1
12385,1.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,3.0,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,3.0,13063427.0,508900.0,801700.0,16135477.0,0.0,1
12386,2.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-2.0,0.0001,0.0001,14999930.0,20995110.0,0.0,4940.0,0.0,1
12387,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,12857030.0,16667630.0,0.0,105580.0,0.0,0
12388,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8627148.0,445000.0,429080.0,10191788.0,0.0,0
12389,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,6614668.0,109200.0,8704008.0,47140.0,0.0,1
12390,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,8440328.0,2818800.0,584650.0,8074710.0,0.0,1
12391,-1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,-5.0,0.0,3.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,-5.0,646310.0,203400.0,23800.0,22220.0,1167870.0,1
12392,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,94648370.0,106389160.0,40000.0,185990.0,0.0,0
12393,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,2264400.0,661800.0,9580.0,38350.0,1732720.0,0
12394,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,19550571.0,0.0,12758946.0,11453082.0,0.0,0
12395,-1.0,4.0,0.0001,0.0,0.0001,-5.0,0.0001,0.0001,-5.0,0.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0,5.0,0.0001,-3.0,6119669.0,66300.0,7245199.0,18610.0,0.0,0
12396,0.0,0.0,0.0001,0.0001,7.0,0.0,2.0,0.0001,0.0,-1.0,-2.0,3.0,-2.0,0.0001,0.0001,-3.0,0.0,0.0,-5.0,19847479.0,21958850.0,4570100.0,108170.0,0.0,0
12397,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,85045033.0,99668070.0,3920432.0,4756754.0,0.0,0
12398,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,7593690.0,920000.0,9708378.0,6880.0,0.0,1
12399,0.0,0.0001,0.0,-5.0,0.0001,0.0001,0.0001,0.0,-2.0,8.0,0.0,0.0,0.0,0.0001,0.0,2.0,4.0,0.0,0.0,7459587.0,472000.0,1952554.0,7053391.0,0.0,0
12400,1.0,-4.0,0.0001,0.0,0.0001,0.0,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,64720220.0,144858530.0,0.0,0.0,0.0,1
12401,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,20644320.0,11099550.0,53600.0,13928741.0,0.0,0
12402,-1.0,-5.0,0.0001,0.0,0.0001,0.0001,5.0,0.0001,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,1.0,4338931.0,442100.0,307080.0,4710421.0,0.0,0
12403,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,21156340.0,29675230.0,229890.0,0.0,0.0,1
12404,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,-3.0,0.0001,8334394.0,0.0,0.0,11201658.0,0.0,1
12405,0.0,0.0,0.0001,-3.0,0.0,3.0,-2.0,0.0001,0.0,-5.0,0.0,0.0001,-6.0,0.0001,0.0001,0.0,0.0,-9.0,-7.0,9239997.0,296650.0,9449696.0,1927439.0,0.0,0
12406,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,6.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,41248932.0,54312180.0,3079951.0,20870.0,0.0,1
