고객번호,fluctuation,구매금액
8928,-1.0,66895534
8929,-3.0,27591810
8930,-1.0,10281088
8931,-2.0,33149832
8932,-1.0,64167225
8933,2.0,57403183
8934,1.0,12360590
8935,1.0,31101540
8936,0.0,12213676
8937,0.0,100532597
8938,0.0,27922114
8939,-1.0,31832218
8940,-2.0,29110592
8941,-1.0,16619700
8942,0.0,49261470
8943,0.0,42820500
8944,-1.0,10350328
8945,0.0,24575934
8946,-1.0,20277354
8947,0.0,45801914
8948,-3.0,13685930
8949,2.0,9895971
8950,0.0,22808994
8951,2.0,16040134
8952,0.0,35793296
8953,0.0,75614712
8954,1.0,6569153
8955,0.0,26711790
8956,-1.0,44282880
8957,-1.0,61079926
8958,0.0,3162890
8959,0.0,15636049
8960,1.0,11302702
8961,2.0,7762937
8962,-1.0,11721772
8963,1.0,45116239
8964,2.0,26824180
8965,2.0,59700511
8966,-1.0,33678023
8967,0.0,76506282
8968,3.0,13441078
8969,-1.0,6585707
8970,3.0,63963374
8971,-1.0,20538020
8972,3.0,70283320
8973,1.0,7008477
8974,2.0,7089790
8975,1.0,10121743
8976,0.0,10676695
8977,-1.0,46932355
8978,4.0,36156762
8979,0.0,8108884
8980,-1.0,21622856
8981,1.0,8918780
8982,-1.0,13747353
8983,1.0,11146422
8984,-2.0,70996846
8985,0.0,73951180
8986,0.0,11768426
8987,1.0,7975614
8988,0.0,22432021
8989,1.0,10110613
8990,-5.0,46660940
8991,2.0,82638941
8992,2.0,5193378
8993,0.0,123590870
8994,2.0,862543415
8995,-1.0,7244683
8996,1.0,9298248
8997,0.0,51963680
8998,-2.0,14183570
8999,2.0,15365290
9000,1.0,36525118
9001,0.0,29348074
9002,2.0,26662570
9003,0.0,10139517
9004,1.0,13687751
9005,-1.0,33931015
9006,0.0,12195008
9007,-2.0,9291576
9008,-1.0,110767851
9009,2.0,14570790
9010,2.0,30442071
9011,1.0,15611731
9012,-1.0,19977148
9013,-2.0,9085816
9014,0.0,20659831
9015,-2.0,7149987
9016,0.0,10900664
9017,1.0,29466719
9018,-2.0,8229189
9019,1.0,59354604
9020,-1.0,7824012
9021,1.0,6896349
9022,0.0,28458694
9023,4.0,10096827
9024,-1.0,27785850
9025,0.0,11733087
9026,0.0,5543450
9027,0.0,45817750
9028,-2.0,94172107
9029,-3.0,7478252
9030,1.0,28285840
9031,1.0,45043660
9032,-1.0,8247776
9033,0.0,59200916
9034,-8.0,17338889
9035,0.0,31305427
9036,0.0,103442173
9037,-3.0,7537325
9038,0.0,27545110
9039,0.0,120913986
9040,-1.0,22273771
9041,0.0,35123500
9042,1.0,13081925
9043,0.0,42562518
9044,4.0,30314420
9045,1.0,12016193
9046,-1.0,6268762
9047,0.0,13278183
9048,-2.0,34680140
9049,4.0,16242250
9050,-1.0,5002775
9051,-1.0,62261737
9052,0.0,21430411
9053,0.0,13354026
9054,0.0,13068210
9055,-1.0,17453350
9056,-1.0,40977320
9057,-5.0,3441331
9058,1.0,65244485
9059,-1.0,14190679
9060,1.0,16031041
9061,-1.0,26729320
9062,0.0,14890820
9063,0.0,10863503
9064,-1.0,12979094
9065,-1.0,9766139
9066,0.0,13215605
9067,-1.0,28673912
9068,-1.0,13103326
9069,-1.0,67789890
9070,0.0,48128930
9071,0.0,51224427
9072,0.0,10341892
9073,2.0,8779503
9074,1.0,16131309
9075,-2.0,53414853
9076,0.0,21735250
9077,1.0,30995825
9078,1.0,19795664
9079,2.0,10808442
9080,-1.0,13340117
9081,1.0,48226738
9082,-2.0,21047325
9083,0.0,35850128
9084,0.0,3446460
9085,-2.0,12384387
9086,1.0,42912356
9087,0.0,20315429
9088,0.0,17363735
9089,-1.0,5355943
9090,-1.0,20517985
9091,2.0,10358500
9092,-1.0,40353095
9093,1.0,6640110
9094,0.0,46113451
9095,1.0,25037954
9096,-1.0,29364950
9097,1.0,10719115
9098,0.0,18407481
9099,1.0,46217660
9100,2.0,8016466
9101,0.0,15169231
9102,-1.0,9100603
9103,1.0,17424896
9104,-1.0,5715779
9105,0.0,21000750
9106,1.0,4790046
9107,-1.0,50489400
9108,-1.0,7732552
9109,0.0,16546279
9110,0.0,82641075
9111,0.0,23678160
9112,0.0,7365027
9113,0.0,35167352
9114,1.0,13184562
9115,-2.0,11703236
9116,-1.0,25146201
9117,-1.0,68233090
9118,-1.0,9491514
9119,-1.0,58786070
9120,0.0,8922241
9121,0.0,117716860
9122,-2.0,26168439
9123,1.0,38713620
9124,0.0,12913759
9125,-1.0,55799530
9126,2.0,6898786
9127,1.0,60033034
9128,0.0,16429560
9129,-1.0,12229521
9130,-1.0,10882964
9131,0.0,12313642
9132,3.0,9617860
9133,0.0,8606251
9134,-1.0,85134491
9135,-1.0,15869908
9136,0.0,399837010
9137,1.0,13775995
9138,-1.0,15494920
9139,0.0,78780650
9140,-1.0,23013803
9141,0.0,12371796
9142,0.0,36464472
9143,-1.0,10337003
9144,1.0,14966219
9145,-1.0,11515396
9146,0.0,10277209
9147,-1.0,4815442
9148,-4.0,74899602
9149,-1.0,12841918
9150,0.0,19538060
9151,-1.0,115082217
9152,0.0,32425715
9153,-2.0,11779632
9154,1.0,7060241
9155,0.0,15042791
9156,0.0,58491248
9157,0.0,17504201
9158,0.0,44880060
9159,0.0,35042696
9160,0.0,7740502
9161,-1.0,8298483
9162,0.0,4799908
9163,-1.0,57297117
9164,0.0,21374068
9165,-1.0,5285554
9166,-3.0,7827548
9167,0.0,8364379
9168,1.0,9361895
9169,-3.0,8148767
9170,1.0,9685189
9171,-6.0,15890966
9172,0.0,9072110
9173,0.0,61271137
9174,0.0,11268459
9175,0.0,24339184
9176,-1.0,10552755
9177,0.0,14596017
9178,0.0,6833710
9179,-2.0,22181110
9180,0.0,47724752
9181,1.0,71067674
9182,0.0,12660577
9183,0.0,7330703
9184,-1.0,18766440
9185,-2.0,41155174
9186,-1.0,54234495
9187,1.0,5682723
9188,-1.0,15478608
9189,1.0,9383451
9190,0.0,17501490
9191,-1.0,17262715
9192,1.0,75120119
9193,2.0,11334522
9194,1.0,9650450
9195,-2.0,7820732
9196,1.0,13581221
9197,0.0,44804230
9198,0.0,6817224
9199,0.0,61320202
9200,0.0,16255254
9201,-2.0,62929050
9202,0.0,15636243
9203,-2.0,12515971
9204,-1.0,5566705
9205,-2.0,40380928
9206,-1.0,37059408
9207,-4.0,62595132
9208,-1.0,8551718
9209,0.0,31429008
9210,3.0,97266983
9211,-1.0,35413432
9212,-3.0,17260310
9213,0.0,33575652
9214,1.0,50897994
9215,-1.0,81761608
9216,0.0,11797010
9217,-1.0,7577715
9218,2.0,18552405
9219,-1.0,8324887
9220,2.0,13761061
9221,1.0,10432049
9222,0.0,21263160
9223,-2.0,40793146
9224,0.0,1887780
9225,0.0,36243323
9226,1.0,64875580
9227,1.0,18896782
9228,2.0,16863980
9229,2.0,46612293
9230,0.0,8560230
9231,2.0,37713290
9232,2.0,29979560
9233,-2.0,68823090
9234,-2.0,25114840
9235,1.0,7951609
9236,1.0,24848704
9237,1.0,26512122
9238,-1.0,18833355
9239,-3.0,37700352
9240,0.0,28844840
9241,2.0,6690953
9242,2.0,81318541
9243,2.0,74350114
9244,0.0,11560989
9245,0.0,100833142
9246,0.0,21441830
9247,-1.0,23548150
9248,0.0,11153502
9249,1.0,8015082
9250,0.0,6468548
9251,1.0,18908789
9252,1.0,22242029
9253,2.0,46096750
9254,-1.0,6388276
9255,-2.0,22873974
9256,-2.0,6094491
9257,2.0,38546407
9258,0.0,31993410
9259,-2.0,21288731
9260,-1.0,9052122
9261,1.0,30093960
9262,-1.0,17943991
9263,-1.0,8585792
9264,-1.0,16024521
9265,-1.0,32184550
9266,-1.0,4826149
9267,-1.0,35170917
9268,-1.0,9044425
9269,4.0,15278698
9270,1.0,10256932
9271,0.0,10409555
9272,8.0,712358257
9273,-1.0,15766315
9274,0.0,38438799
9275,0.0,36525870
9276,0.0,20424921
9277,0.0,22058706
9278,1.0,14570538
9279,-2.0,5003950
9280,0.0,175758742
9281,-1.0,6473702
9282,1.0,9061993
9283,1.0,8387143
9284,0.0,20095378
9285,2.0,13241294
9286,1.0,16876278
9287,-1.0,32064530
9288,0.0,11281096
9289,0.0,11748301
9290,0.0,36913772
9291,1.0,13473939
9292,0.0,8343190
9293,0.0,19710507
9294,2.0,9767944
9295,1.0,4960174
9296,-1.0,13209064
9297,-2.0,50202763
9298,-1.0,11336593
9299,0.0,28109018
9300,2.0,24319970
9301,2.0,7400574
9302,2.0,33313872
9303,2.0,9456009
9304,-3.0,59777050
9305,-3.0,9364126
9306,-1.0,61094318
9307,-4.0,16539871
9308,1.0,89152233
9309,3.0,12005546
9310,2.0,10121586
9311,1.0,6410600
9312,0.0,131882230
9313,5.0,234743546
9314,2.0,12542802
9315,-1.0,50529024
9316,0.0,8536172
9317,0.0,8175955
9318,-1.0,15502520
9319,0.0,22709380
9320,-2.0,7343434
9321,-1.0,57655508
9322,-4.0,7189656
9323,-2.0,6289968
9324,0.0,10931134
9325,0.0,119787910
9326,1.0,84440430
9327,0.0,21618620
9328,-1.0,4940180
9329,-1.0,34125218
9330,1.0,24718986
9331,2.0,9502446
9332,0.0,10257142
9333,-1.0,27778808
9334,0.0,78727447
9335,-1.0,9329873
9336,1.0,28214050
9337,-1.0,36810453
9338,-5.0,6825200
9339,-3.0,69132160
9340,0.0,31022333
9341,2.0,16373345
9342,1.0,21234779
9343,0.0,43410555
9344,3.0,11850361
9345,1.0,25100650
9346,-2.0,18965189
9347,0.0,31853768
9348,0.0,119348071
9349,1.0,17078304
9350,0.0,10881450
9351,-1.0,18722308
9352,-1.0,12087397
9353,-2.0,40111751
9354,-1.0,13655841
9355,-3.0,44857317
9356,-1.0,7823395
9357,1.0,20550234
9358,0.0,26331220
9359,-4.0,9203302
9360,0.0,13462102
9361,1.0,69379603
9362,2.0,8658820
9363,0.0,115922242
9364,-1.0,15101783
9365,0.0,4275663
9366,-1.0,9539019
9367,1.0,29270507
9368,-2.0,14768803
9369,-1.0,43806659
9370,0.0,19896712
9371,-1.0,9361995
9372,1.0,7007504
9373,0.0,53823749
9374,0.0,11430600
9375,0.0,24166539
9376,0.0,13189737
9377,0.0,4812970
9378,0.0,8761666
9379,-1.0,23325771
9380,-3.0,13537186
9381,-1.0,17406822
9382,0.0,4231390
9383,0.0,8029983
9384,-1.0,57608220
9385,0.0,7733169
9386,-2.0,15974791
9387,-1.0,37011389
9388,0.0,79549636
9389,2.0,25136527
9390,0.0,5421360
9391,1.0,5457540
9392,1.0,10781206
9393,-3.0,7966839
9394,-3.0,7137332
9395,3.0,8969850
9396,0.0,47259034
9397,1.0,87978872
9398,1.0,77936375
9399,0.0,13760646
9400,0.0,19247677
9401,-1.0,6711874
9402,0.0,55535810
9403,2.0,72719330
9404,-5.0,9029545
9405,-1.0,8097052
9406,0.0,339734096
9407,0.0,18293151
9408,0.0,18794020
9409,-1.0,16901970
9410,1.0,7244523
9411,-1.0,20316660
9412,2.0,6855973
9413,0.0,27697895
9414,-1.0,10783230
9415,-2.0,14233160
9416,0.0,9179674
9417,0.0,17077836
9418,1.0,40323331
9419,0.0,46115067
9420,0.0,27738450
9421,0.0,108265190
9422,-1.0,14075855
9423,-3.0,11367607
9424,1.0,42587459
9425,0.0,64078850
9426,0.0,9345349
9427,1.0,15059340
9428,-1.0,26403708
9429,-2.0,3383132
9430,-1.0,25531905
9431,-1.0,35190158
9432,0.0,141698907
9433,2.0,47631003
9434,0.0,8566061
9435,-2.0,58462220
9436,3.0,22382315
9437,0.0,20991461
9438,0.0,23292170
9439,-1.0,25968460
9440,0.0,189138031
9441,0.0,13733901
9442,1.0,31242949
9443,0.0,48333787
9444,-3.0,32445583
9445,3.0,7545605
9446,-1.0,15842973
9447,1.0,17933790
9448,1.0,18094884
9449,0.0,28880297
9450,-1.0,9296294
9451,0.0,21656217
9452,0.0,76337676
9453,-1.0,9762188
9454,-1.0,61433080
9455,3.0,5714238
9456,0.0,120401235
9457,0.0,53265230
9458,-3.0,14706132
9459,1.0,8635891
9460,2.0,58870602
9461,0.0,11411431
9462,-1.0,11336421
9463,-1.0,30762122
9464,-2.0,5205116
9465,0.0,21511248
9466,0.0,19895682
9467,1.0,43603880
9468,1.0,6708692
9469,-1.0,7278880
9470,-4.0,13689401
9471,-2.0,15665579
9472,1.0,5460194
9473,-4.0,39581615
9474,-1.0,30689758
9475,-1.0,12191533
9476,1.0,18154410
9477,0.0,17738098
9478,0.0,16984042
9479,-1.0,55903859
9480,1.0,25043008
9481,1.0,66739996
9482,-1.0,9423732
9483,-2.0,10141945
9484,0.0,55024765
9485,-1.0,50435278
9486,0.0,62747200
9487,2.0,12851361
9488,-2.0,7887932
9489,1.0,4597581
9490,1.0,14306039
9491,1.0,7972972
9492,-1.0,7527052
9493,-2.0,24679934
9494,4.0,7141165
9495,0.0,20841047
9496,-1.0,9439584
9497,0.0,11749045
9498,-1.0,24189830
9499,1.0,10218323
9500,0.0,17539286
9501,1.0,22217877
9502,-1.0,33916803
9503,0.0,46994700
9504,-2.0,67616284
9505,-1.0,31865796
9506,2.0,7699932
9507,1.0,12234130
9508,0.0,8525726
9509,-2.0,39364560
9510,0.0,12297700
9511,-2.0,10180427
9512,0.0,15909135
9513,-1.0,145910011
9514,-1.0,40318783
9515,-2.0,21761026
9516,2.0,12212952
9517,0.0,5332331
9518,1.0,526224864
9519,1.0,41411060
9520,1.0,5412092
9521,2.0,22443083
9522,1.0,4860403
9523,1.0,7948631
9524,-6.0,12350881
9525,1.0,3959904
9526,0.0,31726111
9527,-1.0,105769910
9528,-1.0,5563550
9529,-1.0,14773859
9530,-1.0,10317730
9531,1.0,6163286
9532,0.0,44067138
9533,0.0,51344073
9534,0.0,22484730
9535,3.0,4484272
9536,0.0,36733518
9537,1.0,23490974
9538,1.0,34014566
9539,1.0,37474494
9540,-1.0,53032990
9541,-1.0,14119460
9542,2.0,61565970
9543,0.0,31633930
9544,0.0,10168665
9545,1.0,9530317
9546,0.0,67558202
9547,3.0,14261530
9548,0.0,4443274
9549,-1.0,58663584
9550,-3.0,6597690
9551,0.0,12529554
9552,0.0,589540
9553,1.0,8514925
9554,-2.0,28865824
9555,-2.0,14416883
9556,-4.0,11414800
9557,-2.0,2812372
9558,-1.0,6949565
9559,-3.0,22105530
9560,0.0,19509880
9561,1.0,56064188
9562,-2.0,22371833
9563,-4.0,8854293
9564,-6.0,29645920
9565,0.0,7989314
9566,-5.0,7534731
9567,3.0,20433068
9568,1.0,17321370
9569,0.0,11870512
9570,-1.0,15117992
9571,1.0,5694930
9572,4.0,41705470
9573,0.0,7804720
9574,-4.0,356683710
9575,2.0,24327543
9576,-1.0,63215315
9577,0.0,1435310
9578,0.0,12886330
9579,-1.0,23423856
9580,2.0,28255735
9581,0.0,18276621
9582,1.0,10074176
9583,0.0,27069040
9584,3.0,21454260
9585,0.0,33530040
9586,0.0,22425571
9587,2.0,4974716
9588,1.0,30002410
9589,6.0,28016978
9590,-1.0,34172710
9591,1.0,3185079
9592,-1.0,104465604
9593,2.0,12493082
9594,-2.0,6797568
9595,0.0,12185968
9596,-1.0,10206804
9597,2.0,11598933
9598,2.0,21212164
9599,-1.0,14548356
9600,-1.0,27413536
9601,0.0,10277115
9602,-2.0,21508420
9603,0.0,140894998
9604,-4.0,15143123
9605,2.0,12944194
9606,-2.0,77805659
9607,-4.0,16290163
9608,1.0,15143647
9609,1.0,46056466
9610,-6.0,25267996
9611,-1.0,44875565
9612,0.0,6315414
9613,-2.0,10658447
9614,-2.0,35803970
9615,2.0,56581027
9616,-2.0,9381880
9617,0.0,35729371
9618,0.0,12818765
9619,1.0,7144628
9620,2.0,83337900
9621,0.0,5258150
9622,1.0,95808182
9623,2.0,12503612
9624,0.0,19216549
9625,1.0,11265623
9626,0.0,89299316
9627,-1.0,22580760
9628,1.0,59205944
9629,-2.0,10086534
9630,-1.0,36897070
9631,-2.0,11043461
9632,0.0,13423702
9633,-2.0,23596678
9634,1.0,30805834
9635,1.0,26828084
9636,1.0,32949540
9637,0.0,32809990
9638,-3.0,37813243
9639,-1.0,58297948
9640,-3.0,6323630
9641,0.0,39900289
9642,-4.0,9163897
9643,2.0,82318785
9644,-2.0,17539700
9645,1.0,13494780
9646,-5.0,11307532
9647,1.0,20228440
9648,1.0,43862950
9649,2.0,35399578
9650,0.0,36247420
9651,2.0,22900068
9652,1.0,5643830
9653,-1.0,12246352
9654,1.0,29541080
9655,-1.0,4334272
9656,-1.0,105368571
9657,0.0,31977000
9658,0.0,28260414
9659,-2.0,8282379
9660,0.0,19193454
9661,0.0,168797230
9662,0.0,7282775
9663,-1.0,10016470
9664,-1.0,5799361
9665,-2.0,37303878
9666,3.0,19573314
9667,0.0,15326695
9668,1.0,195687970
9669,1.0,6828179
9670,1.0,36088838
9671,7.0,52953950
9672,0.0,25976836
9673,2.0,6776057
9674,-2.0,4449787
9675,0.0,87628220
9676,2.0,8947151
9677,0.0,8605463
9678,0.0,8200909
9679,-2.0,17267972
9680,-1.0,23336209
9681,1.0,18351119
9682,-1.0,4540612
9683,4.0,114891600
9684,-2.0,9881227
9685,-5.0,27785710
9686,1.0,21653456
9687,-1.0,31256815
9688,-1.0,23637880
9689,1.0,53579665
9690,-4.0,12493034
9691,0.0,16244159
9692,0.0,42445740
9693,-1.0,5612020
9694,2.0,45802467
9695,-1.0,10852289
9696,0.0,6317107
9697,-3.0,6817160
9698,0.0,7767737
9699,-2.0,6593870
9700,-5.0,13665148
9701,1.0,19250390
9702,2.0,9334415
9703,1.0,45874691
9704,-1.0,47246243
9705,-1.0,21516613
9706,0.0,66267118
9707,-1.0,10048124
9708,3.0,23431200
9709,-1.0,56188288
9710,5.0,8998510
9711,2.0,8863680
9712,-1.0,4484250
9713,-4.0,7639707
9714,4.0,12039538
9715,2.0,50739356
9716,0.0,36747364
9717,-4.0,11529816
9718,0.0,19754182
9719,-2.0,26217825
9720,2.0,8865328
9721,-1.0,8068500
9722,-1.0,32385227
9723,-1.0,5698038
9724,0.0,10319942
9725,1.0,15716023
9726,-2.0,98819020
9727,-2.0,12669830
9728,0.0,1655235
9729,-2.0,11200407
9730,-1.0,33566859
9731,-2.0,28143345
9732,-1.0,17145302
9733,-1.0,7683937
9734,-5.0,4804011
9735,0.0,1364507
9736,0.0,64908163
9737,-2.0,7029644
9738,-4.0,13142080
9739,1.0,10965995
9740,2.0,15133491
9741,-1.0,28293696
9742,0.0,11151463
9743,1.0,12712586
9744,-2.0,12704177
9745,-5.0,10997618
9746,1.0,38262009
9747,-2.0,7273818
9748,2.0,53517971
9749,2.0,19471180
9750,1.0,10236340
9751,1.0,15706083
9752,-2.0,5694267
9753,-1.0,42365331
9754,2.0,13254050
9755,-3.0,9998566
9756,2.0,21637730
9757,5.0,47930350
9758,-1.0,31738460
9759,1.0,6080964
9760,0.0,7698193
9761,0.0,49597248
9762,-1.0,18873280
9763,-4.0,3470380
9764,-1.0,121276400
9765,-9.0,20873130
9766,-8.0,50349657
9767,1.0,25320415
9768,2.0,2369530
9769,-2.0,2396851
9770,-2.0,29203634
9771,-4.0,8116248
9772,-2.0,41759970
9773,1.0,22079800
9774,-2.0,7720067
9775,-1.0,33665340
9776,0.0,384137506
9777,2.0,10593800
9778,1.0,73641087
9779,-1.0,8719885
9780,-5.0,11268532
9781,-1.0,8824817
9782,1.0,6665804
9783,-1.0,18210850
9784,0.0,46668008
9785,0.0,16456760
9786,-1.0,6719316
9787,-1.0,21155699
9788,5.0,19580632
9789,1.0,10816063
9790,-1.0,26852440
9791,1.0,5469338
9792,1.0,15149416
9793,1.0,55827734
9794,-1.0,17470830
9795,-1.0,5414350
9796,-3.0,6578340
9797,1.0,12642730
9798,0.0,15189285
9799,1.0,6852407
9800,-3.0,10490904
9801,0.0,15910323
9802,0.0,74060400
9803,0.0,7639868
9804,-4.0,45938584
9805,-2.0,25994212
9806,2.0,41315171
9807,1.0,7026535
9808,3.0,20757316
9809,-3.0,7018230
9810,0.0,47991350
9811,0.0,8207715
9812,-1.0,13967637
9813,0.0,39600
9814,1.0,23605560
9815,-1.0,7002751
9816,0.0,7854118
9817,-2.0,23460830
9818,-4.0,8037867
9819,1.0,50402789
9820,-2.0,5387398
9821,-2.0,26959482
9822,3.0,5370692
9823,1.0,85290410
9824,1.0,13903266
9825,-3.0,11691280
9826,-2.0,5910180
9827,-2.0,9397289
9828,-2.0,48122352
9829,3.0,30157150
9830,3.0,8472641
9831,0.0,32287820
9832,-3.0,62351156
9833,-3.0,7317578
9834,0.0,6796482
9835,0.0,7304533
9836,-1.0,9649721
9837,-3.0,12883828
9838,3.0,8645220
9839,1.0,115362820
9840,-1.0,9327367
9841,-3.0,35116350
9842,0.0,34380556
9843,-3.0,46685458
9844,1.0,12134888
9845,1.0,3251850
9846,-3.0,15009609
9847,2.0,1837330
9848,-1.0,11230480
9849,-1.0,5164622
9850,0.0,9965671
9851,-2.0,4661460
9852,2.0,17692690
9853,-1.0,3107683
9854,-1.0,60485700
9855,0.0,2694490
9856,-1.0,8807715
9857,-2.0,9056767
9858,0.0,20494221
9859,-3.0,48358302
9860,-1.0,15021744
9861,1.0,5622151
9862,-1.0,35727916
9863,-1.0,21656516
9864,2.0,17299580
9865,0.0,8093541
9866,0.0,39335726
9867,-1.0,59148400
9868,-1.0,31698369
9869,-3.0,9564000
9870,0.0,9882323
9871,-1.0,22223460
9872,-2.0,7312624
9873,-3.0,6099448
9874,2.0,14798139
9875,1.0,61770370
9876,0.0,13152569
9877,-1.0,25946556
9878,-1.0,846950
9879,0.0,11078368
9880,0.0,157485970
9881,1.0,124889480
9882,-1.0,11434492
9883,-2.0,32707229
9884,0.0,186848970
9885,2.0,14774360
9886,1.0,11831189
9887,0.0,8018297
9888,-8.0,39720366
9889,2.0,34995392
9890,1.0,113985838
9891,-3.0,42520650
9892,1.0,12758736
9893,1.0,7723949
9894,1.0,4000499
9895,-2.0,36338266
9896,1.0,9410611
9897,0.0,7360080
9898,2.0,7747554
9899,3.0,11200188
9900,-1.0,5846977
9901,-1.0,13223942
9902,-1.0,21565233
9903,0.0,29245931
9904,-2.0,18273040
9905,0.0,5263664
9906,0.0,6472150
9907,1.0,6207154
9908,0.0,25016520
9909,-3.0,9980888
9910,2.0,10008882
9911,0.0,5806443
9912,0.0,12683758
9913,1.0,3409949
9914,2.0,6822038
9915,0.0,8565586
9916,1.0,24189090
9917,0.0,8018472
9918,-4.0,16699737
9919,0.0,7993787
9920,1.0,5558289
9921,2.0,13615672
9922,1.0,18219220
9923,-1.0,91176700
9924,-1.0,10121900
9925,1.0,9698351
9926,-3.0,56534157
9927,-1.0,18296254
9928,-3.0,4420755
9929,0.0,5881688
9930,-1.0,57100588
9931,0.0,70846709
9932,1.0,3394135
9933,1.0,2942223
9934,-1.0,148584218
9935,0.0,8164305
9936,-1.0,4097951
9937,0.0,27423970
9938,-2.0,13894881
9939,0.0,42444066
9940,2.0,7572862
9941,-2.0,17603687
9942,0.0,7612764
9943,1.0,10073365
9944,0.0,9406529
9945,3.0,8347141
9946,-1.0,25971800
9947,-1.0,38304876
9948,0.0,8153855
9949,-1.0,9617013
9950,1.0,6613563
9951,-2.0,9739590
9952,1.0,14657773
9953,-6.0,47670972
9954,-1.0,11712219
9955,1.0,6801308
9956,3.0,8643559
9957,0.0,5645430
9958,1.0,6999019
9959,1.0,13835961
9960,3.0,14139973
9961,1.0,3243939
9962,0.0,12549720
9963,0.0,12479581
9964,1.0,13722385
9965,1.0,14935438
9966,0.0,7130137
9967,-2.0,5581954
9968,-2.0,9832122
9969,0.0,57120610
9970,-2.0,28471978
9971,1.0,27334832
9972,-1.0,1418442
9973,-2.0,12756200
9974,-1.0,9529838
9975,0.0,4951402
9976,-1.0,14227064
9977,1.0,28315862
9978,-2.0,11267336
9979,0.0,6123360
9980,1.0,3889323
9981,1.0,6680176
9982,0.0,5527532
9983,0.0,19984558
9984,1.0,11456165
9985,0.0,9141021
9986,1.0,29265255
9987,0.0,11633942
9988,0.0,6574672
9989,5.0,9736154
9990,0.0,6690230
9991,2.0,9307065
9992,0.0,7408018
9993,1.0,8909242
9994,1.0,6915724
9995,1.0,4558276
9996,-1.0,9078188
9997,-5.0,8470212
9998,2.0,8951225
9999,-1.0,14115316
10000,4.0,6022996
10001,1.0,3018571
10002,1.0,8381638
10003,1.0,7243369
10004,0.0,9707704
10005,1.0,6653943
10006,-1.0,10429254
10007,0.0,6391326
10008,2.0,8511494
10009,1.0,11441979
10010,-1.0,23330117
10011,0.0,6831818
10012,0.0,7514609
10013,0.0,10595201
10014,1.0,14425673
10015,0.0,10570260
10016,2.0,20605097
10017,0.0,7021031
10018,0.0,11143110
10019,2.0,6057816
10020,-1.0,4156997
10021,2.0,9114315
10022,2.0,29500196
10023,3.0,6449534
10024,0.0,10106169
10025,2.0,145035907
10026,-1.0,8400781
10027,1.0,14848161
10028,0.0,16931500
10029,0.0,6229605
10030,0.0,6715771
10031,-1.0,20712157
10032,0.0,10317586
10033,-1.0,12314191
10034,0.0,4975419
10035,-1.0,8506021
10036,3.0,10085659
10037,0.0,7939758
10038,0.0,12626237
10039,0.0,5997692
10040,-1.0,6309441
10041,0.0,10663375
10042,-1.0,9337339
10043,1.0,7109897
10044,-1.0,6296844
10045,0.0,9873235
10046,1.0,23567991
10047,0.0,33607595
10048,-2.0,13212641
10049,0.0,29352030
10050,-1.0,11793358
10051,-2.0,28792452
10052,0.0,9590786
10053,0.0,7397997
10054,-1.0,12679918
10055,2.0,11165541
10056,-1.0,8458406
10057,4.0,15095808
10058,-2.0,12312853
10059,-4.0,29769287
10060,1.0,7817497
10061,1.0,5638005
10062,3.0,3805561
10063,-1.0,8679850
10064,0.0,16496902
10065,1.0,6366191
10066,1.0,20022534
10067,-1.0,13073287
10068,3.0,10026368
10069,-2.0,8242665
10070,0.0,41054753
10071,0.0,20497270
10072,1.0,28284192
10073,0.0,19900356
10074,0.0,12657900
10075,1.0,6836037
10076,0.0,8824258
10077,1.0,5710827
10078,1.0,7361473
10079,0.0,19290960
10080,-3.0,9394015
10081,-1.0,23891078
10082,-1.0,4784700
10083,-3.0,7884112
10084,0.0,8515642
10085,0.0,16525273
10086,2.0,11810531
10087,0.0,12979777
10088,0.0,6412545
10089,-1.0,16642615
10090,0.0,5473000
10091,0.0,21879500
10092,0.0,10012170
10093,0.0,8503215
10094,1.0,12163193
10095,-1.0,7872131
10096,2.0,10502710
10097,0.0,38322928
10098,1.0,31933114
10099,-3.0,22111806
10100,1.0,6029806
10101,1.0,12156976
10102,0.0,13882769
10103,0.0,8466268
10104,0.0,8329524
10105,0.0,5813536
10106,0.0,12559444
10107,1.0,49101374
10108,1.0,4939676
10109,0.0,7576035
10110,-2.0,6366667
10111,-1.0,7055423
10112,1.0,11995076
10113,0.0,5088448
10114,0.0,14582078
10115,2.0,10941400
10116,0.0,8458070
10117,0.0,14880203
10118,1.0,7186468
10119,-3.0,11013590
10120,0.0,557780
10121,-1.0,8914046
10122,-3.0,8255992
10123,-1.0,20553136
10124,1.0,6406207
10125,0.0,45611370
10126,0.0,8240052
10127,1.0,7106629
10128,0.0,12517022
10129,-1.0,9732196
10130,0.0,28193833
10131,1.0,7373031
10132,0.0,26482038
10133,-3.0,10461075
10134,0.0,15366029
10135,-1.0,18449951
10136,1.0,4838460
10137,-2.0,9691422
10138,1.0,8190971
10139,1.0,8672525
10140,0.0,5617099
10141,0.0,19682523
10142,0.0,6075416
10143,0.0,8485853
10144,2.0,13158606
10145,1.0,17609217
10146,0.0,8005004
10147,1.0,8719254
10148,-1.0,17780696
10149,1.0,7404874
10150,2.0,11446819
10151,-1.0,16347971
10152,1.0,10386531
10153,2.0,6621942
10154,0.0,12609415
10155,0.0,7407259
10156,2.0,6352303
