,고객번호,sa
6493,5875,W40
6494,5877,W40
6495,5878,W40
6496,5883,W40
6497,5884,W40
6498,5885,W40
6499,5886,W40
6500,5887,W40
6501,5888,W40
6502,5889,W40
6503,5890,W40
6504,5891,W40
6505,5892,W40
6506,5893,W40
6507,5895,W40
6508,5896,W40
6509,5898,W40
6510,5873,W40
6511,5822,W40
6512,5821,W40
6513,5819,W40
6514,19290,W40
6515,19292,W40
6516,19307,W40
6517,19309,W40
6518,19314,W40
6519,19324,W40
6520,19340,W40
6521,19287,W40
6522,19343,W40
6523,19357,W40
6524,19366,W40
6525,5763,W40
6526,5764,W40
6527,5765,W40
6528,5766,W40
6529,5767,W40
6530,19356,W40
6531,19285,W40
6532,19284,W40
6533,19278,W40
6534,19064,W40
6535,19073,W40
6536,19074,W40
6537,19092,W40
6538,19105,W40
6539,19107,W40
6540,19113,W40
6541,19148,W40
6542,19160,W40
6543,19163,W40
6544,19172,W40
6545,19217,W40
6546,19218,W40
6547,19226,W40
6548,19231,W40
6549,19241,W40
6550,19256,W40
6551,5769,W40
6552,5770,W40
6553,5771,W40
6554,5772,W40
6555,5797,W40
6556,5798,W40
6557,5799,W40
6558,5800,W40
6559,5803,W40
6560,5804,W40
6561,5805,W40
6562,5806,W40
6563,5807,W40
6564,5808,W40
6565,5809,W40
6566,5810,W40
6567,5812,W40
6568,5813,W40
6569,5815,W40
6570,5816,W40
6571,5818,W40
6572,5796,W40
6573,19050,W40
6574,5794,W40
6575,5792,W40
6576,5773,W40
6577,5774,W40
6578,5775,W40
6579,5776,W40
6580,5777,W40
6581,5778,W40
6582,5779,W40
6583,5780,W40
6584,5781,W40
6585,5782,W40
6586,5784,W40
6587,5786,W40
6588,5787,W40
6589,5788,W40
6590,5789,W40
6591,5790,W40
6592,5791,W40
6593,5793,W40
6594,6313,W40
6595,5795,W40
6596,6315,W40
6597,6819,W40
6598,6821,W40
6599,6822,W40
6600,6824,W40
6601,6825,W40
6602,6827,W40
6603,6828,W40
6604,6818,W40
6605,6829,W40
6606,6831,W40
6607,6832,W40
6608,6833,W40
6609,6835,W40
6610,6836,W40
6611,6837,W40
6612,6838,W40
6613,6830,W40
6614,6817,W40
6615,6815,W40
6616,6814,W40
6617,6795,W40
6618,6796,W40
6619,6797,W40
6620,6798,W40
6621,6799,W40
6622,6801,W40
6623,6802,W40
6624,6803,W40
6625,6804,W40
6626,6805,W40
6627,6806,W40
6628,6807,W40
6629,6808,W40
6630,6809,W40
6631,6811,W40
6632,6812,W40
6633,6813,W40
6634,6839,W40
6635,6794,W40
6636,6840,W40
6637,6842,W40
6638,6869,W40
6639,6870,W40
6640,6871,W40
6641,6872,W40
6642,6874,W40
6643,6875,W40
6644,6876,W40
6645,6866,W40
6646,6877,W40
6647,6879,W40
6648,6880,W40
6649,6881,W40
6650,6882,W40
6651,6883,W40
6652,6884,W40
6653,6886,W40
6654,6878,W40
6655,6865,W40
6656,6864,W40
6657,6863,W40
6658,6844,W40
6659,6845,W40
6660,6846,W40
6661,6847,W40
6662,6848,W40
6663,6850,W40
6664,6851,W40
6665,6852,W40
6666,6853,W40
6667,6854,W40
6668,6855,W40
6669,6856,W40
6670,6857,W40
6671,6859,W40
6672,6860,W40
6673,6861,W40
6674,6862,W40
6675,6841,W40
6676,6887,W40
6677,6793,W40
6678,6791,W40
6679,6721,W40
6680,6722,W40
6681,6723,W40
6682,6724,W40
6683,6725,W40
6684,6727,W40
6685,6728,W40
6686,6720,W40
6687,6729,W40
6688,6731,W40
6689,6732,W40
6690,6733,W40
6691,6735,W40
6692,6736,W40
6693,6737,W40
6694,6738,W40
6695,6730,W40
6696,6719,W40
6697,6718,W40
6698,6717,W40
6699,6696,W40
6700,6697,W40
6701,6698,W40
6702,6699,W40
6703,6700,W40
6704,6701,W40
6705,6703,W40
6706,6704,W40
6707,6707,W40
6708,6709,W40
6709,6710,W40
6710,6711,W40
6711,6712,W40
6712,6713,W40
6713,6714,W40
6714,6715,W40
6715,6716,W40
6716,6741,W40
6717,6792,W40
6718,6742,W40
6719,6744,W40
6720,6771,W40
6721,6772,W40
6722,6775,W40
6723,6776,W40
6724,6777,W40
6725,6778,W40
6726,6779,W40
6727,6770,W40
6728,6780,W40
6729,6783,W40
6730,6784,W40
6731,6786,W40
6732,6787,W40
6733,6788,W40
6734,6789,W40
6735,6790,W40
6736,6781,W40
6737,6769,W40
6738,6767,W40
6739,6766,W40
6740,6745,W40
6741,6746,W40
6742,6747,W40
6743,6748,W40
6744,6749,W40
6745,6750,W40
6746,6752,W40
6747,6753,W40
6748,6754,W40
6749,6755,W40
6750,6756,W40
6751,6758,W40
6752,6759,W40
6753,6762,W40
6754,6763,W40
6755,6764,W40
6756,6765,W40
6757,6743,W40
6758,6888,W40
6759,6890,W40
6760,6891,W40
6761,6976,W40
6762,6978,W40
6763,6979,W40
6764,6980,W40
6765,6981,W40
6766,6983,W40
6767,6984,W40
6768,6975,W40
6769,6985,W40
6770,7042,W40
6771,7041,W40
6772,7040,W40
6773,7039,W40
6774,6987,W40
6775,6989,W40
6776,7038,W40
6777,6986,W40
6778,7043,W40
6779,6974,W40
6780,7044,W40
6781,6958,W40
6782,7050,W40
6783,7049,W40
6784,6959,W40
6785,7048,W40
6786,7047,W40
6787,6962,W40
6788,6963,W40
6789,6965,W40
6790,6966,W40
6791,6967,W40
6792,6969,W40
6793,6970,W40
6794,7045,W40
6795,6971,W40
6796,6972,W40
6797,6973,W40
6798,7037,W40
6799,7051,W40
6800,6990,W40
6801,6992,W40
6802,7008,W40
6803,7009,W40
6804,7011,W40
6805,7012,W40
6806,7027,W40
6807,7025,W40
6808,7024,W40
6809,7028,W40
6810,7013,W40
6811,7023,W40
6812,7022,W40
6813,7015,W40
6814,7016,W40
6815,7021,W40
6816,7017,W40
6817,7018,W40
6818,7014,W40
6819,7007,W40
6820,7006,W40
6821,7029,W40
6822,6995,W40
6823,7036,W40
6824,6996,W40
6825,7035,W40
6826,7034,W40
6827,6997,W40
6828,6998,W40
6829,7033,W40
6830,6999,W40
6831,7000,W40
6832,7032,W40
6833,7002,W40
6834,7003,W40
6835,7004,W40
6836,7031,W40
6837,7030,W40
6838,7005,W40
6839,6991,W40
6840,7052,W40
6841,6957,W40
6842,6956,W40
6843,6912,W40
6844,7080,W40
6845,6913,W40
6846,7079,W40
6847,6914,W40
6848,6915,W40
6849,6916,W40
6850,7081,W40
6851,6918,W40
6852,7077,W40
6853,7076,W40
6854,7075,W40
6855,7074,W40
6856,6920,W40
6857,6922,W40
6858,7072,W40
6859,6919,W40
6860,6911,W40
6861,6910,W40
6862,6909,W40
6863,6892,W40
6864,6893,W40
6865,6894,W40
6866,6895,W40
6867,6896,W40
6868,6897,W40
6869,6898,W40
6870,7086,W40
6871,7085,W40
6872,7084,W40
6873,6899,W40
6874,6902,W40
6875,6903,W40
6876,6905,W40
6877,7083,W40
6878,6907,W40
6879,6908,W40
6880,6923,W40
6881,7071,W40
6882,6924,W40
6883,6925,W40
6884,6943,W40
6885,6944,W40
6886,6946,W40
6887,6947,W40
6888,7060,W40
6889,6948,W40
6890,7059,W40
6891,7058,W40
6892,6949,W40
6893,7056,W40
6894,6950,W40
6895,7055,W40
6896,6952,W40
6897,6953,W40
6898,7053,W40
6899,6954,W40
6900,6955,W40
6901,6942,W40
6902,6695,W40
6903,6941,W40
6904,7062,W40
6905,7070,W40
6906,7069,W40
6907,6926,W40
6908,6928,W40
6909,7068,W40
6910,7067,W40
6911,7065,W40
6912,7064,W40
6913,7063,W40
6914,6929,W40
6915,6932,W40
6916,6935,W40
6917,6314,W40
6918,6936,W40
6919,6938,W40
6920,6939,W40
6921,6940,W40
6922,7061,W40
6923,6694,W40
6924,7020,W40
6925,6691,W40
6926,6372,W40
6927,6371,W40
6928,6370,W40
6929,6369,W40
6930,6368,W40
6931,6367,W40
6932,6497,W40
6933,6498,W40
6934,6499,W40
6935,6366,W40
6936,6365,W40
6937,6363,W40
6938,6500,W40
6939,6502,W40
6940,6362,W40
6941,6361,W40
6942,6360,W40
6943,6496,W40
6944,6373,W40
6945,6495,W40
6946,6374,W40
6947,6479,W40
6948,6481,W40
6949,6482,W40
6950,6483,W40
6951,6380,W40
6952,6485,W40
6953,6378,W40
6954,6486,W40
6955,6503,W40
6956,6488,W40
6957,6490,W40
6958,6491,W40
6959,6492,W40
6960,6493,W40
6961,6377,W40
6962,6494,W40
6963,6376,W40
6964,6375,W40
6965,6489,W40
6966,6504,W40
6967,6506,W40
6968,6359,W40
6969,6343,W40
6970,6515,W40
6971,6516,W40
6972,6342,W40
6973,6341,W40
6974,6340,W40
6975,6339,W40
6976,6517,W40
6977,6344,W40
6978,6337,W40
6979,6336,W40
6980,6335,W40
6981,6519,W40
6982,6520,W40
6983,6334,W40
6984,6333,W40
6985,6332,W40
6986,6329,W40
6987,6518,W40
6988,6478,W40
6989,6345,W40
6990,6347,W40
6991,6507,W40
6992,6358,W40
6993,6508,W40
6994,6509,W40
6995,6510,W40
6996,6511,W40
6997,6357,W40
6998,6356,W40
6999,6346,W40
7000,6354,W40
7001,6513,W40
7002,6353,W40
7003,6419,W40
7004,6351,W40
7005,6514,W40
7006,6350,W40
7007,6349,W40
7008,6348,W40
7009,6512,W40
7010,6328,W40
7011,6477,W40
7012,6475,W40
7013,6435,W40
7014,6408,W40
7015,6407,W40
7016,6436,W40
7017,6406,W40
7018,6437,W40
7019,6404,W40
7020,6403,W40
7021,6402,W40
7022,6439,W40
7023,6440,W40
7024,6401,W40
7025,6441,W40
7026,6442,W40
7027,6399,W40
7028,6398,W40
7029,6397,W40
7030,6434,W40
7031,6433,W40
7032,6432,W40
7033,6409,W40
7034,6420,W40
7035,6421,W40
7036,6418,W40
7037,6416,W40
7038,6422,W40
7039,6423,W40
7040,6424,W40
7041,6425,W40
7042,6443,W40
7043,6414,W40
7044,6427,W40
7045,6412,W40
7046,6428,W40
7047,6411,W40
7048,6429,W40
7049,6430,W40
7050,6431,W40
7051,6410,W40
7052,6426,W40
7053,6444,W40
7054,6445,W40
7055,6396,W40
7056,6386,W40
7057,6461,W40
7058,6385,W40
7059,6462,W40
7060,6463,W40
7061,6464,W40
7062,6692,W40
7063,6465,W40
7064,6460,W40
7065,6466,W40
7066,6384,W40
7067,6469,W40
7068,6472,W40
7069,6383,W40
7070,6382,W40
7071,6473,W40
7072,6381,W40
7073,6474,W40
7074,6467,W40
7075,6476,W40
7076,6459,W40
7077,6387,W40
7078,6395,W40
7079,6394,W40
7080,6446,W40
7081,6448,W40
7082,6393,W40
7083,6449,W40
7084,6391,W40
7085,6450,W40
7086,6458,W40
7087,6390,W40
7088,6452,W40
7089,6453,W40
7090,6454,W40
7091,6455,W40
7092,6389,W40
7093,6456,W40
7094,6388,W40
7095,6457,W40
7096,6451,W40
7097,6521,W40
7098,6352,W40
7099,6649,W40
7100,6562,W40
7101,6563,W40
7102,6564,W40
7103,6565,W40
7104,6640,W40
7105,6566,W40
7106,6567,W40
7107,6568,W40
7108,6569,W40
7109,6570,W40
7110,6639,W40
7111,6636,W40
7112,6571,W40
7113,6572,W40
7114,6317,W40
7115,6635,W40
7116,6573,W40
7117,6634,W40
7118,6633,W40
7119,6560,W40
7120,6574,W40
7121,6641,W40
7122,6642,W40
7123,6650,W40
7124,6544,W40
7125,6547,W40
7126,6612,W40
7127,6548,W40
7128,6549,W40
7129,6648,W40
7130,6551,W40
7131,6647,W40
7132,6552,W40
7133,6646,W40
7134,6553,W40
7135,6554,W40
7136,6555,W40
7137,6644,W40
7138,6643,W40
7139,6556,W40
7140,6557,W40
7141,6558,W40
7142,6559,W40
7143,6543,W40
7144,6632,W40
7145,6575,W40
7146,6622,W40
7147,6598,W40
7148,6599,W40
7149,6600,W40
7150,6601,W40
7151,6602,W40
7152,6604,W40
7153,6605,W40
7154,6606,W40
7155,6621,W40
7156,6618,W40
7157,6607,W40
7158,6608,W40
7159,6616,W40
7160,6609,W40
7161,6316,W40
7162,6610,W40
7163,6611,W40
7164,6614,W40
7165,6623,W40
7166,6631,W40
7167,6597,W40
7168,6595,W40
7169,6630,W40
7170,6629,W40
7171,6576,W40
7172,6578,W40
7173,6579,W40
7174,6581,W40
7175,6628,W40
7176,6582,W40
7177,6584,W40
7178,6627,W40
7179,6585,W40
7180,6587,W40
7181,6588,W40
7182,6589,W40
7183,6591,W40
7184,6592,W40
7185,6593,W40
7186,6626,W40
7187,6594,W40
7188,6624,W40
7189,6542,W40
7190,6613,W40
7191,6652,W40
7192,6321,W40
7193,6678,W40
7194,6529,W40
7195,6530,W40
7196,6677,W40
7197,6531,W40
7198,6676,W40
7199,6679,W40
7200,6675,W40
7201,6320,W40
7202,6541,W40
7203,6673,W40
7204,6672,W40
7205,6319,W40
7206,6534,W40
7207,6671,W40
7208,6532,W40
7209,6680,W40
7210,6322,W40
7211,6681,W40
7212,6327,W40
7213,6689,W40
7214,6688,W40
7215,6325,W40
7216,6687,W40
7217,6522,W40
7218,6324,W40
7219,6523,W40
7220,6323,W40
7221,6686,W40
7222,6685,W40
7223,6684,W40
7224,6524,W40
7225,6683,W40
7226,6682,W40
7227,6525,W40
7228,6527,W40
7229,6670,W40
7230,6669,W40
7231,6674,W40
7232,6661,W40
7233,6539,W40
7234,6318,W40
7235,6660,W40
7236,6668,W40
7237,6658,W40
7238,6662,W40
7239,6664,W40
7240,6665,W40
7241,6657,W40
7242,6659,W40
7243,6538,W40
7244,6536,W40
7245,6656,W40
7246,6654,W40
7247,6540,W40
7248,6535,W40
7249,6653,W40
7250,6667,W40
7251,6666,W40
7252,6655,W40
7253,3812,W40
7254,15221,W40
7255,3814,W40
7256,3815,W40
7257,3821,W40
7258,15223,W40
7259,11465,W40
7260,15212,W40
7261,15209,W40
7262,15186,W40
7263,15211,W40
7264,3830,W40
7265,3829,W40
7266,11432,W40
7267,15213,W40
7268,3827,W40
7269,15214,W40
7270,11451,W40
7271,11437,W40
7272,11452,W40
7273,11449,W40
7274,3820,W40
7275,11454,W40
7276,15199,W40
7277,15218,W40
7278,11425,W40
7279,11447,W40
7280,11446,W40
7281,11444,W40
7282,3816,W40
7283,15220,W40
7284,3819,W40
7285,3818,W40
7286,11458,W40
7287,15207,W40
7288,3826,W40
7289,15192,W40
7290,3824,W40
7291,15189,W40
7292,3822,W40
7293,3817,W40
7294,11441,W40
7295,15349,W40
7296,3845,W40
7297,3831,W40
7298,11278,W40
7299,11319,W40
7300,11321,W40
7301,3883,W40
7302,3882,W40
7303,3881,W40
7304,15355,W40
7305,15294,W40
7306,15293,W40
7307,3880,W40
7308,3901,W40
7309,3879,W40
7310,11335,W40
7311,3877,W40
7312,3876,W40
7313,3903,W40
7314,3875,W40
7315,3874,W40
7316,11343,W40
7317,15358,W40
7318,3904,W40
7319,15364,W40
7320,3905,W40
7321,15300,W40
7322,3884,W40
7323,15305,W40
7324,3900,W40
7325,3899,W40
7326,11291,W40
7327,15346,W40
7328,3898,W40
7329,3897,W40
7330,3896,W40
7331,15332,W40
7332,3895,W40
7333,15351,W40
7334,11301,W40
7335,11303,W40
7336,15286,W40
7337,3894,W40
7338,3891,W40
7339,11286,W40
7340,15314,W40
7341,3889,W40
7342,15311,W40
7343,3888,W40
7344,11281,W40
7345,3887,W40
7346,3886,W40
7347,11280,W40
7348,11315,W40
7349,3893,W40
7350,3873,W40
7351,11265,W40
7352,3872,W40
7353,3852,W40
7354,11384,W40
7355,3851,W40
7356,3849,W40
7357,3848,W40
7358,15240,W40
7359,3846,W40
7360,11391,W40
7361,11392,W40
7362,15350,W40
7363,11395,W40
7364,3854,W40
7365,3844,W40
7366,11398,W40
7367,3842,W40
7368,11400,W40
7369,11401,W40
7370,3841,W40
7371,3839,W40
7372,3838,W40
7373,3837,W40
7374,3835,W40
7375,3834,W40
7376,3832,W40
7377,3843,W40
7378,11416,W40
7379,3855,W40
7380,3857,W40
7381,3870,W40
7382,11352,W40
7383,15268,W40
7384,11354,W40
7385,3869,W40
7386,11264,W40
7387,3906,W40
7388,3907,W40
7389,3909,W40
7390,11358,W40
7391,3868,W40
7392,3856,W40
7393,3867,W40
7394,11364,W40
7395,15258,W40
7396,3863,W40
7397,3862,W40
7398,3861,W40
7399,3860,W40
7400,11373,W40
7401,3859,W40
7402,3858,W40
7403,11377,W40
7404,11378,W40
7405,3864,W40
7406,11470,W40
7407,3751,W40
7408,3810,W40
7409,3692,W40
7410,3690,W40
7411,3689,W40
7412,3688,W40
7413,14984,W40
7414,14980,W40
7415,3687,W40
7416,14979,W40
7417,3685,W40
7418,11690,W40
7419,3684,W40
7420,3681,W40
7421,3680,W40
7422,3679,W40
7423,14966,W40
7424,3678,W40
7425,3677,W40
7426,3676,W40
7427,3675,W40
7428,3674,W40
7429,14959,W40
7430,3672,W40
7431,3671,W40
7432,3670,W40
7433,3669,W40
7434,3668,W40
7435,11715,W40
7436,11677,W40
7437,3666,W40
7438,14988,W40
7439,3694,W40
7440,3712,W40
7441,3710,W40
7442,11641,W40
7443,11643,W40
7444,11644,W40
7445,11645,W40
7446,11646,W40
7447,3709,W40
7448,3708,W40
7449,15011,W40
7450,11656,W40
7451,3707,W40
7452,11658,W40
7453,3706,W40
7454,3705,W40
7455,3703,W40
7456,11662,W40
7457,3702,W40
7458,11665,W40
7459,3701,W40
7460,3700,W40
7461,3699,W40
7462,11669,W40
7463,14992,W40
7464,3698,W40
7465,3697,W40
7466,3696,W40
7467,3693,W40
7468,15024,W40
7469,11717,W40
7470,3664,W40
7471,3638,W40
7472,14924,W40
7473,3637,W40
7474,3636,W40
7475,11766,W40
7476,3635,W40
7477,3634,W40
7478,11771,W40
7479,3632,W40
7480,3631,W40
7481,3630,W40
7482,3629,W40
7483,3628,W40
7484,3627,W40
7485,11779,W40
7486,3625,W40
7487,11781,W40
7488,14906,W40
7489,3624,W40
7490,11787,W40
7491,14901,W40
7492,11789,W40
7493,14900,W40
7494,11791,W40
7495,11792,W40
7496,14897,W40
7497,3623,W40
7498,3639,W40
7499,3665,W40
7500,3640,W40
7501,3643,W40
7502,11720,W40
7503,14950,W40
7504,3662,W40
7505,3661,W40
7506,14949,W40
7507,11259,W40
7508,14948,W40
7509,11730,W40
7510,3660,W40
7511,14945,W40
7512,3659,W40
7513,14943,W40
7514,3658,W40
7515,3657,W40
7516,3656,W40
7517,11739,W40
7518,3654,W40
7519,3653,W40
7520,3652,W40
7521,11745,W40
7522,3651,W40
7523,3650,W40
7524,3649,W40
7525,11750,W40
7526,3648,W40
7527,3646,W40
7528,3645,W40
7529,3642,W40
7530,15180,W40
7531,15025,W40
7532,3713,W40
7533,11513,W40
7534,3780,W40
7535,3779,W40
7536,3778,W40
7537,11517,W40
7538,3777,W40
7539,3775,W40
7540,11523,W40
7541,15120,W40
7542,3774,W40
7543,3772,W40
7544,3771,W40
7545,3770,W40
7546,11531,W40
7547,11533,W40
7548,3769,W40
7549,3768,W40
7550,3766,W40
7551,15113,W40
7552,3765,W40
7553,11542,W40
7554,3764,W40
7555,11545,W40
7556,3763,W40
7557,11547,W40
7558,15105,W40
7559,11552,W40
7560,3781,W40
7561,3762,W40
7562,3782,W40
7563,11508,W40
7564,3808,W40
7565,15177,W40
7566,3807,W40
7567,3806,W40
7568,3804,W40
7569,11480,W40
7570,3802,W40
7571,3801,W40
7572,15171,W40
7573,3800,W40
7574,3799,W40
7575,3798,W40
7576,3797,W40
7577,3796,W40
7578,3794,W40
7579,3793,W40
7580,15164,W40
7581,3792,W40
7582,3791,W40
7583,11497,W40
7584,3789,W40
7585,3788,W40
7586,3787,W40
7587,3786,W40
7588,3785,W40
7589,15143,W40
7590,3784,W40
7591,3783,W40
7592,15027,W40
7593,3761,W40
7594,3759,W40
7595,3736,W40
7596,3734,W40
7597,3733,W40
7598,3732,W40
7599,3731,W40
7600,11606,W40
7601,3730,W40
7602,3729,W40
7603,3728,W40
7604,15050,W40
7605,11613,W40
7606,3727,W40
7607,3725,W40
7608,3724,W40
7609,11619,W40
7610,15041,W40
7611,3723,W40
7612,15039,W40
7613,3722,W40
7614,3721,W40
7615,3720,W40
7616,3719,W40
7617,3718,W40
7618,3717,W40
7619,11630,W40
7620,3716,W40
7621,3715,W40
7622,3737,W40
7623,3760,W40
7624,3738,W40
7625,11596,W40
7626,3758,W40
7627,15093,W40
7628,11562,W40
7629,3757,W40
7630,3756,W40
7631,11566,W40
7632,3755,W40
7633,3754,W40
7634,3753,W40
7635,3752,W40
7636,11574,W40
7637,3750,W40
7638,3749,W40
7639,3748,W40
7640,11580,W40
7641,11583,W40
7642,3747,W40
7643,3746,W40
7644,15067,W40
7645,3745,W40
7646,11588,W40
7647,3744,W40
7648,3743,W40
7649,11591,W40
7650,15064,W40
7651,3741,W40
7652,11594,W40
7653,11597,W40
7654,11726,W40
7655,4074,W40
7656,3911,W40
7657,10855,W40
7658,4128,W40
7659,15673,W40
7660,15669,W40
7661,4127,W40
7662,10861,W40
7663,10863,W40
7664,10864,W40
7665,4126,W40
7666,10866,W40
7667,4125,W40
7668,10854,W40
7669,4124,W40
7670,4122,W40
7671,10871,W40
7672,4121,W40
7673,4120,W40
7674,4119,W40
7675,4118,W40
7676,15651,W40
7677,10877,W40
7678,4117,W40
7679,4116,W40
7680,4115,W40
7681,4123,W40
7682,4129,W40
7683,4131,W40
7684,15679,W40
7685,10819,W40
7686,10821,W40
7687,15693,W40
7688,10824,W40
7689,10825,W40
7690,4145,W40
7691,4144,W40
7692,4143,W40
7693,10830,W40
7694,15690,W40
7695,4142,W40
7696,4141,W40
7697,10834,W40
7698,4140,W40
7699,4138,W40
7700,10837,W40
7701,4137,W40
7702,4136,W40
7703,10841,W40
7704,4135,W40
7705,15684,W40
7706,4134,W40
7707,10845,W40
7708,4133,W40
7709,4132,W40
7710,4114,W40
7711,4113,W40
7712,4112,W40
7713,15645,W40
7714,4089,W40
7715,15597,W40
7716,10932,W40
7717,10933,W40
7718,10934,W40
7719,4088,W40
7720,4087,W40
7721,15596,W40
7722,10938,W40
7723,4086,W40
7724,4085,W40
7725,4084,W40
7726,15587,W40
7727,4083,W40
7728,15583,W40
7729,4082,W40
7730,15580,W40
7731,10951,W40
7732,4081,W40
7733,4080,W40
7734,4079,W40
7735,10955,W40
7736,15573,W40
7737,4078,W40
7738,4077,W40
7739,4091,W40
7740,4146,W40
7741,10925,W40
7742,4094,W40
7743,4111,W40
7744,4110,W40
7745,4109,W40
7746,4108,W40
7747,4107,W40
7748,10898,W40
7749,10900,W40
7750,10901,W40
7751,10902,W40
7752,4106,W40
7753,4105,W40
7754,4104,W40
7755,10906,W40
7756,15623,W40
7757,4103,W40
7758,10910,W40
7759,4102,W40
7760,10913,W40
7761,4100,W40
7762,15613,W40
7763,4099,W40
7764,15612,W40
7765,10918,W40
7766,4098,W40
7767,4095,W40
7768,4093,W40
7769,15700,W40
7770,4147,W40
7771,4148,W40
7772,4202,W40
7773,4201,W40
7774,4200,W40
7775,4197,W40
7776,10710,W40
7777,15771,W40
7778,10713,W40
7779,4196,W40
7780,4195,W40
7781,4194,W40
7782,4192,W40
7783,15761,W40
7784,4191,W40
7785,10721,W40
7786,4190,W40
7787,4189,W40
7788,4188,W40
7789,15754,W40
7790,15753,W40
7791,10728,W40
7792,10729,W40
7793,4187,W40
7794,10731,W40
7795,15750,W40
7796,15749,W40
7797,10704,W40
7798,4186,W40
7799,15774,W40
7800,15779,W40
7801,10674,W40
7802,3622,W40
7803,10675,W40
7804,4218,W40
7805,10678,W40
7806,4216,W40
7807,4215,W40
7808,4214,W40
7809,10682,W40
7810,4213,W40
7811,10684,W40
7812,4212,W40
7813,15798,W40
7814,10687,W40
7815,4211,W40
7816,4210,W40
7817,10691,W40
7818,15793,W40
7819,4209,W40
7820,10694,W40
7821,4208,W40
7822,4207,W40
7823,15787,W40
7824,4206,W40
7825,4205,W40
7826,4204,W40
7827,4076,W40
7828,4185,W40
7829,4184,W40
7830,4163,W40
7831,15721,W40
7832,15718,W40
7833,4162,W40
7834,4160,W40
7835,10786,W40
7836,4159,W40
7837,10788,W40
7838,10789,W40
7839,10790,W40
7840,10792,W40
7841,4158,W40
7842,4157,W40
7843,15710,W40
7844,10797,W40
7845,10798,W40
7846,4155,W40
7847,4154,W40
7848,10802,W40
7849,4153,W40
7850,15709,W40
7851,4152,W40
7852,4151,W40
7853,4150,W40
7854,4149,W40
7855,4164,W40
7856,15748,W40
7857,10779,W40
7858,4166,W40
7859,4182,W40
7860,4181,W40
7861,10744,W40
7862,4180,W40
7863,4179,W40
7864,4178,W40
7865,15739,W40
7866,4177,W40
7867,4176,W40
7868,15734,W40
7869,15733,W40
7870,10755,W40
7871,15730,W40
7872,4175,W40
7873,4174,W40
7874,4173,W40
7875,4172,W40
7876,10765,W40
7877,4171,W40
7878,4170,W40
7879,10770,W40
7880,4169,W40
7881,4167,W40
7882,10774,W40
7883,10775,W40
7884,4165,W40
7885,10961,W40
7886,10962,W40
7887,10963,W40
7888,3969,W40
7889,3968,W40
7890,3967,W40
7891,3966,W40
7892,3965,W40
7893,11159,W40
7894,3964,W40
7895,3963,W40
7896,11162,W40
7897,15441,W40
7898,3962,W40
7899,11166,W40
7900,11167,W40
7901,3961,W40
7902,3960,W40
7903,3959,W40
7904,3958,W40
7905,3957,W40
7906,3956,W40
7907,15431,W40
7908,15425,W40
7909,3955,W40
7910,15414,W40
7911,3954,W40
7912,3953,W40
7913,3970,W40
7914,3952,W40
7915,3971,W40
7916,15463,W40
7917,3983,W40
7918,3982,W40
7919,3981,W40
7920,11118,W40
7921,15477,W40
7922,3980,W40
7923,11122,W40
7924,11125,W40
7925,11127,W40
7926,11128,W40
7927,3979,W40
7928,3978,W40
7929,3977,W40
7930,11133,W40
7931,15472,W40
7932,3976,W40
7933,3975,W40
7934,3974,W40
7935,11138,W40
7936,11139,W40
7937,3973,W40
7938,15468,W40
7939,3972,W40
7940,11143,W40
7941,15466,W40
7942,15462,W40
7943,3984,W40
7944,11186,W40
7945,11188,W40
7946,11224,W40
7947,11226,W40
7948,3927,W40
7949,15395,W40
7950,3926,W40
7951,3925,W40
7952,3924,W40
7953,11234,W40
7954,3923,W40
7955,11237,W40
7956,3922,W40
7957,3921,W40
7958,3920,W40
7959,3919,W40
7960,3918,W40
7961,11247,W40
7962,3917,W40
7963,11249,W40
7964,11250,W40
7965,3916,W40
7966,3914,W40
7967,15376,W40
7968,3913,W40
7969,15374,W40
7970,3912,W40
7971,11223,W40
7972,15413,W40
7973,3928,W40
7974,3930,W40
7975,3951,W40
7976,11191,W40
7977,3949,W40
7978,11194,W40
7979,3948,W40
7980,3947,W40
7981,3945,W40
7982,3944,W40
7983,3942,W40
7984,15410,W40
7985,15408,W40
7986,3941,W40
7987,3940,W40
7988,3939,W40
7989,3938,W40
7990,3937,W40
7991,3935,W40
7992,11210,W40
7993,15405,W40
7994,3934,W40
7995,3933,W40
7996,15403,W40
7997,3932,W40
7998,15400,W40
7999,11219,W40
8000,3929,W40
8001,3910,W40
8002,3985,W40
8003,3987,W40
8004,4046,W40
8005,4045,W40
8006,4044,W40
8007,15547,W40
8008,4043,W40
8009,4042,W40
8010,15540,W40
8011,4041,W40
8012,4039,W40
8013,4038,W40
8014,4037,W40
8015,4036,W40
8016,4035,W40
8017,11021,W40
8018,11022,W40
8019,4034,W40
8020,4032,W40
8021,15536,W40
8022,11026,W40
8023,15535,W40
8024,11028,W40
8025,11029,W40
8026,4031,W40
8027,11031,W40
8028,4030,W40
8029,4047,W40
8030,11033,W40
8031,11001,W40
8032,4049,W40
8033,4075,W40
8034,4072,W40
8035,4070,W40
8036,4069,W40
8037,10970,W40
8038,4068,W40
8039,4066,W40
8040,10973,W40
8041,4064,W40
8042,4063,W40
8043,4062,W40
8044,4061,W40
8045,4060,W40
8046,4059,W40
