°í°´¹øÈ£,A¹æ¹®È½¼ö,B¹æ¹®È½¼ö,C¹æ¹®È½¼ö,D¹æ¹®È½¼ö,½Å±Ô°í°´,¸íÇ°±¸¸ÅÀÚ
8900,3.0,12.0,525.0,0.0,1.0,0.0
8901,0.0,6.0,672.0,0.0,1.0,0.0
8902,233.0,4.0,1.0,0.0,1.0,2.0
8903,18.0,4.0,572.0,0.0,1.0,0.0
8904,231.0,167.0,44.0,0.0,1.0,2.0
8905,414.0,33.0,6.0,0.0,1.0,2.0
8906,27.0,7.0,517.0,1.0,1.0,0.0
8907,251.0,15.0,1.0,0.0,1.0,2.0
8908,336.0,48.0,53.0,0.0,1.0,0.0
8909,305.0,21.0,0.0,0.0,1.0,2.0
8910,246.0,9.0,15.0,0.0,1.0,2.0
8911,191.0,19.0,38.0,0.0,1.0,2.0
8912,419.0,72.0,3.0,0.0,1.0,0.0
8913,234.0,150.0,13.0,0.0,1.0,2.0
8914,363.0,112.0,1.0,0.0,1.0,2.0
8915,5.0,5.0,12.0,92.0,1.0,0.0
8916,71.0,412.0,1.0,0.0,1.0,0.0
8917,8.0,355.0,1.0,1.0,1.0,0.0
8918,243.0,3.0,0.0,0.0,1.0,2.0
8919,292.0,29.0,16.0,0.0,1.0,2.0
8920,135.0,343.0,5.0,0.0,1.0,0.0
8921,15.0,356.0,4.0,0.0,1.0,0.0
8922,456.0,82.0,0.0,0.0,1.0,2.0
8923,12.0,534.0,5.0,0.0,1.0,0.0
8924,280.0,0.0,3.0,0.0,1.0,2.0
8925,5.0,278.0,6.0,0.0,1.0,0.0
8926,242.0,56.0,1.0,6.0,1.0,2.0
8927,68.0,397.0,6.0,0.0,1.0,2.0
8928,298.0,9.0,28.0,0.0,1.0,2.0
8929,323.0,3.0,31.0,0.0,1.0,2.0
8930,4.0,265.0,21.0,0.0,1.0,0.0
8931,32.0,14.0,569.0,0.0,1.0,0.0
8932,421.0,21.0,66.0,0.0,1.0,2.0
8933,290.0,34.0,18.0,0.0,1.0,2.0
8934,290.0,21.0,0.0,2.0,1.0,0.0
8935,374.0,52.0,0.0,4.0,1.0,2.0
8936,33.0,291.0,3.0,0.0,1.0,0.0
8937,268.0,16.0,1.0,0.0,1.0,2.0
8938,461.0,31.0,12.0,0.0,1.0,2.0
8939,313.0,176.0,0.0,0.0,1.0,2.0
8940,440.0,49.0,1.0,0.0,1.0,2.0
8941,87.0,329.0,1.0,0.0,1.0,2.0
8942,413.0,51.0,170.0,1.0,1.0,2.0
8943,318.0,13.0,0.0,1.0,1.0,2.0
8944,372.0,27.0,261.0,0.0,1.0,2.0
8945,287.0,57.0,93.0,0.0,1.0,0.0
8946,28.0,428.0,10.0,0.0,1.0,0.0
8947,286.0,41.0,20.0,0.0,1.0,2.0
8948,322.0,0.0,2.0,0.0,1.0,2.0
8949,2.0,483.0,9.0,0.0,1.0,0.0
8950,333.0,49.0,11.0,0.0,1.0,2.0
8951,253.0,48.0,57.0,0.0,1.0,2.0
8952,367.0,47.0,325.0,1.0,1.0,2.0
8953,268.0,15.0,15.0,0.0,1.0,2.0
8954,22.0,1.0,493.0,1.0,1.0,0.0
8955,301.0,21.0,0.0,5.0,1.0,2.0
8956,331.0,0.0,1.0,0.0,1.0,2.0
8957,306.0,89.0,159.0,17.0,1.0,2.0
8958,6.0,13.0,405.0,0.0,1.0,0.0
8959,285.0,59.0,0.0,0.0,1.0,2.0
8960,333.0,87.0,7.0,6.0,1.0,0.0
8961,1.0,503.0,9.0,0.0,1.0,0.0
8962,52.0,495.0,2.0,0.0,1.0,2.0
8963,403.0,52.0,7.0,0.0,1.0,2.0
8964,277.0,16.0,1.0,0.0,1.0,2.0
8965,475.0,42.0,53.0,1.0,1.0,2.0
8966,314.0,231.0,2.0,3.0,1.0,2.0
8967,211.0,13.0,44.0,0.0,1.0,2.0
8968,293.0,22.0,0.0,1.0,1.0,2.0
8969,20.0,3.0,528.0,0.0,1.0,0.0
8970,304.0,48.0,5.0,0.0,1.0,2.0
8971,200.0,8.0,2.0,0.0,1.0,2.0
8972,226.0,3.0,0.0,1.0,1.0,2.0
8973,10.0,358.0,3.0,0.0,1.0,2.0
8974,20.0,275.0,3.0,0.0,1.0,2.0
8975,10.0,410.0,2.0,0.0,1.0,0.0
8976,431.0,69.0,7.0,0.0,1.0,2.0
8977,208.0,28.0,7.0,0.0,1.0,2.0
8978,238.0,7.0,1.0,0.0,1.0,2.0
8979,19.0,97.0,559.0,0.0,1.0,0.0
8980,236.0,40.0,5.0,9.0,1.0,2.0
8981,390.0,2.0,1.0,1.0,1.0,0.0
8982,70.0,209.0,34.0,0.0,1.0,2.0
8983,334.0,17.0,1.0,6.0,1.0,2.0
8984,416.0,13.0,0.0,0.0,1.0,2.0
8985,364.0,18.0,59.0,1.0,1.0,2.0
8986,60.0,363.0,3.0,0.0,1.0,2.0
8987,56.0,350.0,17.0,0.0,1.0,0.0
8988,276.0,276.0,46.0,0.0,1.0,2.0
8989,1.0,280.0,3.0,0.0,1.0,0.0
8990,448.0,10.0,2.0,0.0,1.0,2.0
8991,418.0,18.0,11.0,0.0,1.0,0.0
8992,4.0,1.0,776.0,0.0,1.0,0.0
8993,373.0,2.0,2.0,0.0,1.0,2.0
8994,442.0,6.0,3.0,0.0,1.0,2.0
8995,42.0,532.0,1.0,0.0,1.0,2.0
8996,391.0,51.0,35.0,0.0,1.0,2.0
8997,296.0,3.0,0.0,0.0,1.0,2.0
8998,279.0,130.0,16.0,3.0,1.0,2.0
8999,9.0,3.0,428.0,0.0,1.0,0.0
9000,282.0,21.0,25.0,2.0,1.0,2.0
9001,415.0,10.0,1.0,0.0,1.0,2.0
9002,234.0,10.0,0.0,0.0,1.0,2.0
9003,7.0,512.0,2.0,0.0,1.0,0.0
9004,21.0,247.0,12.0,0.0,1.0,0.0
9005,369.0,10.0,184.0,6.0,1.0,2.0
9006,44.0,304.0,0.0,2.0,1.0,2.0
9007,13.0,251.0,1.0,0.0,1.0,0.0
9008,315.0,104.0,2.0,0.0,1.0,2.0
9009,315.0,32.0,4.0,0.0,1.0,2.0
9010,263.0,33.0,0.0,0.0,1.0,2.0
9011,271.0,19.0,1.0,0.0,1.0,2.0
9012,310.0,10.0,0.0,1.0,1.0,0.0
9013,121.0,31.0,598.0,2.0,1.0,0.0
9014,70.0,410.0,3.0,1.0,1.0,2.0
9015,8.0,68.0,574.0,0.0,1.0,0.0
9016,529.0,18.0,0.0,1.0,1.0,2.0
9017,378.0,542.0,0.0,0.0,1.0,2.0
9018,75.0,347.0,0.0,1.0,1.0,0.0
9019,418.0,11.0,0.0,0.0,1.0,2.0
9020,1.0,1.0,541.0,0.0,1.0,0.0
9021,5.0,3.0,568.0,1.0,1.0,2.0
9022,487.0,8.0,2.0,0.0,1.0,0.0
9023,10.0,41.0,510.0,0.0,1.0,0.0
9024,329.0,141.0,2.0,0.0,1.0,2.0
9025,215.0,13.0,0.0,1.0,1.0,0.0
9026,1.0,4.0,649.0,0.0,1.0,0.0
9027,276.0,17.0,28.0,0.0,1.0,2.0
9028,364.0,165.0,31.0,2.0,1.0,2.0
9029,257.0,55.0,1.0,0.0,1.0,2.0
9030,241.0,101.0,1.0,0.0,1.0,2.0
9031,276.0,6.0,1.0,0.0,1.0,2.0
9032,9.0,36.0,557.0,0.0,1.0,0.0
9033,275.0,61.0,10.0,0.0,1.0,2.0
9034,498.0,120.0,1.0,187.0,2.0,2.0
9035,271.0,54.0,13.0,0.0,1.0,2.0
9036,303.0,6.0,5.0,0.0,1.0,2.0
9037,10.0,460.0,1.0,1.0,1.0,0.0
9038,151.0,290.0,3.0,0.0,1.0,2.0
9039,285.0,348.0,13.0,1.0,1.0,2.0
9040,73.0,32.0,531.0,0.0,1.0,0.0
9041,222.0,5.0,1.0,0.0,1.0,2.0
9042,14.0,2.0,558.0,0.0,1.0,2.0
9043,272.0,19.0,32.0,0.0,1.0,2.0
9044,455.0,5.0,1.0,1.0,1.0,0.0
9045,55.0,573.0,3.0,0.0,1.0,0.0
9046,40.0,347.0,24.0,0.0,1.0,0.0
9047,9.0,11.0,862.0,0.0,1.0,0.0
9048,203.0,2.0,3.0,1.0,1.0,2.0
9049,364.0,65.0,3.0,0.0,1.0,2.0
9050,2.0,2.0,553.0,0.0,1.0,2.0
9051,225.0,3.0,37.0,0.0,1.0,2.0
9052,313.0,45.0,27.0,0.0,1.0,2.0
9053,2.0,93.0,722.0,0.0,1.0,0.0
9054,336.0,30.0,47.0,3.0,1.0,2.0
9055,387.0,12.0,1.0,1.0,1.0,2.0
9056,362.0,29.0,0.0,1.0,1.0,2.0
9057,30.0,325.0,0.0,3.0,1.5,2.0
9058,330.0,112.0,1.0,0.0,1.0,2.0
9059,314.0,68.0,0.0,5.0,1.0,2.0
9060,80.0,77.0,501.0,0.0,1.0,0.0
9061,337.0,1.0,0.0,0.0,1.0,2.0
9062,328.0,6.0,2.0,0.0,1.0,0.0
9063,25.0,34.0,485.0,0.0,1.0,0.0
9064,7.0,380.0,54.0,0.0,1.0,0.0
9065,35.0,261.0,5.0,0.0,1.0,0.0
9066,47.0,425.0,3.0,0.0,1.0,0.0
9067,277.0,35.0,1.0,0.0,1.0,2.0
9068,34.0,25.0,494.0,0.0,1.0,2.0
9069,316.0,71.0,7.0,0.0,1.0,0.0
9070,414.0,45.0,0.0,2.0,1.0,2.0
9071,268.0,98.0,0.0,0.0,1.0,2.0
9072,1.0,477.0,1.0,0.0,1.0,0.0
9073,6.0,426.0,20.0,0.0,1.0,0.0
9074,248.0,3.0,7.0,0.0,1.0,0.0
9075,267.0,26.0,0.0,0.0,1.0,2.0
9076,239.0,363.0,12.0,0.0,1.0,0.0
9077,303.0,46.0,7.0,0.0,1.0,2.0
9078,468.0,5.0,41.0,0.0,1.0,0.0
9079,14.0,358.0,5.0,0.0,1.0,0.0
9080,183.0,313.0,1.0,0.0,1.0,0.0
9081,327.0,17.0,2.0,0.0,1.0,2.0
9082,141.0,305.0,1.0,0.0,1.0,2.0
9083,339.0,19.0,9.0,0.0,1.0,2.0
9084,56.0,3.0,551.0,5.0,1.0,2.0
9085,286.0,20.0,0.0,2.0,1.0,2.0
9086,400.0,6.0,50.0,1.0,1.0,2.0
9087,319.0,288.0,129.0,11.0,1.0,0.0
9088,238.0,312.0,67.0,23.0,1.0,2.0
9089,2.0,388.0,1.0,2.0,1.0,0.0
9090,428.0,46.0,1.0,0.0,1.0,2.0
9091,301.0,91.0,4.0,2.0,1.0,0.0
9092,269.0,1.0,68.0,0.0,1.0,2.0
9093,51.0,402.0,1.0,0.0,1.0,0.0
9094,370.0,69.0,3.0,0.0,1.0,2.0
9095,626.0,3.0,3.0,7.0,1.0,2.0
9096,540.0,112.0,0.0,9.0,1.0,2.0
9097,286.0,103.0,0.0,0.0,1.0,0.0
9098,342.0,12.0,269.0,3.0,1.0,2.0
9099,313.0,131.0,67.0,1.0,1.0,2.0
9100,16.0,2.0,678.0,1.0,1.0,0.0
9101,296.0,81.0,4.0,0.0,1.0,0.0
9102,9.0,35.0,667.0,0.0,1.0,0.0
9103,102.0,257.0,9.0,0.0,1.0,2.0
9104,51.0,39.0,138.0,89.0,1.0,0.0
9105,439.0,25.0,0.0,2.0,1.0,0.0
9106,3.0,430.0,8.0,0.0,1.0,0.0
9107,370.0,87.0,1.0,0.0,1.0,2.0
9108,22.0,9.0,537.0,0.0,1.0,0.0
9109,62.0,679.0,4.0,0.0,1.0,0.0
9110,253.0,40.0,3.0,0.0,1.0,2.0
9111,18.0,348.0,1.0,0.0,1.0,0.0
9112,0.0,377.0,4.0,0.0,1.0,0.0
9113,382.0,1.0,38.0,1.0,1.0,2.0
9114,39.0,369.0,0.0,2.0,1.0,0.0
9115,211.0,0.0,3.0,116.0,1.0,2.0
9116,383.0,3.0,5.0,0.0,1.0,2.0
9117,293.0,9.0,2.0,0.0,1.0,2.0
9118,6.0,367.0,9.0,0.0,1.0,0.0
9119,244.0,29.0,7.0,0.0,1.0,2.0
9120,16.0,418.0,3.0,0.0,1.0,2.0
9121,361.0,11.0,3.0,0.0,1.0,2.0
9122,277.0,75.0,1.0,1.0,1.0,2.0
9123,440.0,60.0,4.0,13.0,1.0,2.0
9124,4.0,3.0,795.0,0.0,1.0,0.0
9125,322.0,1.0,6.0,0.0,1.0,2.0
9126,10.0,411.0,3.0,0.0,1.0,0.0
9127,392.0,128.0,10.0,0.0,1.0,2.0
9128,406.0,1.0,0.0,0.0,1.0,2.0
9129,596.0,5.0,63.0,0.0,1.0,2.0
9130,53.0,0.0,599.0,0.0,1.0,0.0
9131,2.0,452.0,1.0,0.0,1.0,0.0
9132,219.0,1.0,3.0,0.0,1.0,0.0
9133,0.0,6.0,652.0,1.0,1.0,0.0
9134,281.0,14.0,3.0,0.0,1.0,2.0
9135,354.0,65.0,3.0,0.0,1.0,2.0
9136,427.0,4.0,154.0,0.0,1.0,2.0
9137,44.0,324.0,7.0,1.0,1.0,0.0
9138,351.0,0.0,0.0,1.0,1.0,0.0
9139,470.0,1.0,2.0,0.0,1.0,2.0
9140,316.0,71.0,3.0,11.0,1.0,2.0
9141,15.0,48.0,508.0,0.0,1.0,0.0
9142,412.0,210.0,5.0,0.0,1.0,2.0
9143,28.0,319.0,1.0,0.0,1.0,0.0
9144,17.0,280.0,5.0,0.0,1.0,2.0
9145,5.0,79.0,612.0,0.0,1.0,0.0
9146,5.0,329.0,1.0,0.0,1.0,0.0
9147,2.0,0.0,476.0,0.0,1.0,0.0
9148,279.0,24.0,7.0,2.0,1.0,2.0
9149,287.0,1.0,12.0,0.0,1.0,2.0
9150,319.0,0.0,0.0,0.0,1.0,2.0
9151,384.0,62.0,6.0,0.0,1.0,2.0
9152,171.0,464.0,0.0,6.0,1.0,2.0
9153,68.0,25.0,568.0,0.0,1.0,2.0
9154,292.0,44.0,4.0,0.0,1.0,2.0
9155,174.0,436.0,123.0,0.0,1.0,0.0
9156,387.0,2.0,79.0,0.0,1.0,2.0
9157,238.0,92.0,29.0,1.0,1.0,0.0
9158,336.0,21.0,41.0,0.0,1.0,2.0
9159,307.0,67.0,7.0,0.0,1.0,2.0
9160,460.0,8.0,2.0,0.0,1.0,0.0
9161,39.0,28.0,488.0,0.0,1.0,2.0
9162,5.0,9.0,529.0,0.0,1.0,0.0
9163,587.0,291.0,1.0,1.0,1.0,2.0
9164,229.0,44.0,0.0,2.0,1.0,2.0
9165,2.0,20.0,627.0,0.0,1.0,0.0
9166,287.0,37.0,4.0,0.0,1.0,0.0
9167,4.0,1.0,621.0,0.0,1.0,0.0
9168,24.0,274.0,1.0,0.0,1.0,2.0
9169,8.0,319.0,0.0,4.0,1.0,0.0
9170,61.0,31.0,481.0,0.0,1.0,2.0
9171,300.0,12.0,2.0,0.0,1.0,2.0
9172,353.0,42.0,1.0,0.0,1.0,2.0
9173,421.0,96.0,0.0,2.0,1.0,2.0
9174,2.0,453.0,1.0,0.0,1.0,2.0
9175,257.0,34.0,0.0,1.0,1.0,2.0
9176,13.0,456.0,5.0,0.0,1.0,0.0
9177,6.0,250.0,4.0,0.0,1.0,0.0
9178,22.0,340.0,1.0,0.0,1.0,0.0
9179,205.0,1.0,0.0,0.0,1.0,0.0
9180,369.0,46.0,51.0,0.0,1.0,2.0
9181,491.0,25.0,1.0,0.0,1.0,2.0
9182,409.0,42.0,3.0,0.0,1.0,2.0
9183,0.0,341.0,3.0,0.0,1.0,0.0
9184,249.0,4.0,10.0,0.0,1.0,0.0
9185,291.0,4.0,14.0,0.0,1.0,2.0
9186,256.0,25.0,8.0,0.0,1.0,2.0
9187,33.0,328.0,2.0,0.0,1.0,2.0
9188,90.0,253.0,5.0,2.0,1.0,0.0
9189,1.0,87.0,648.0,0.0,1.0,0.0
9190,196.0,340.0,13.0,1.0,1.0,2.0
9191,122.0,309.0,22.0,0.0,1.0,2.0
9192,370.0,100.0,0.0,1.0,1.0,2.0
9193,12.0,304.0,1.0,0.0,1.0,2.0
9194,29.0,437.0,2.0,0.0,1.0,2.0
9195,165.0,297.0,2.0,0.0,1.0,0.0
9196,13.0,35.0,566.0,0.0,1.0,0.0
9197,371.0,3.0,1.0,0.0,1.0,2.0
9198,4.0,4.0,522.0,0.0,1.0,0.0
9199,336.0,19.0,17.0,0.0,1.0,2.0
9200,178.0,376.0,29.0,1.0,1.0,2.0
9201,328.0,17.0,2.0,0.0,1.0,0.0
9202,97.0,414.0,2.0,0.0,1.0,0.0
9203,69.0,260.0,2.0,0.0,1.0,0.0
9204,10.0,324.0,1.0,0.0,1.0,0.0
9205,280.0,182.0,51.0,0.0,1.0,2.0
9206,420.0,13.0,1.0,0.0,1.0,2.0
9207,273.0,7.0,1.0,1.0,1.0,2.0
9208,4.0,371.0,2.0,0.0,1.0,0.0
9209,283.0,89.0,1.0,4.0,1.0,2.0
9210,255.0,133.0,0.0,0.0,1.0,2.0
9211,236.0,46.0,1.0,0.0,1.0,2.0
9212,51.0,386.0,9.0,0.0,1.0,0.0
9213,246.0,277.0,0.0,1.0,1.0,2.0
9214,323.0,46.0,63.0,0.0,1.0,2.0
9215,261.0,9.0,11.0,0.0,1.0,2.0
9216,6.0,375.0,8.0,0.0,1.0,0.0
9217,13.0,23.0,662.0,0.0,1.0,0.0
9218,369.0,299.0,10.0,0.0,1.0,2.0
9219,1.0,1.0,720.0,0.0,1.0,0.0
9220,352.0,40.0,2.0,0.0,1.0,2.0
9221,398.0,11.0,4.0,1.0,1.0,0.0
9222,265.0,19.0,2.0,0.0,1.0,2.0
9223,232.0,7.0,0.0,0.0,1.0,2.0
9224,1.0,0.0,2.0,86.0,1.0,0.0
9225,417.0,49.0,1.0,0.0,1.0,2.0
9226,358.0,12.0,3.0,0.0,1.0,2.0
9227,57.0,111.0,836.0,0.0,1.0,2.0
9228,333.0,0.0,0.0,0.0,1.0,2.0
9229,231.0,25.0,5.0,0.0,1.0,2.0
9230,18.0,49.0,499.0,0.0,1.0,0.0
9231,441.0,320.0,22.0,0.0,1.0,0.0
9232,140.0,0.0,3.0,0.0,1.0,2.0
9233,375.0,133.0,35.0,0.0,1.0,2.0
9234,301.0,0.0,0.0,0.0,1.0,2.0
9235,5.0,322.0,5.0,0.0,1.0,0.0
9236,293.0,24.0,6.0,0.0,1.0,2.0
9237,51.0,304.0,5.0,0.0,1.0,2.0
9238,319.0,93.0,5.0,0.0,1.0,0.0
9239,205.0,1.0,108.0,0.0,1.0,2.0
9240,280.0,37.0,13.0,1.0,1.0,2.0
9241,19.0,432.0,0.0,1.0,1.0,2.0
9242,343.0,31.0,16.0,0.0,1.0,2.0
9243,305.0,4.0,54.0,0.0,1.0,2.0
9244,2.0,15.0,748.0,0.0,1.0,0.0
9245,339.0,25.0,42.0,0.0,1.0,2.0
9246,442.0,17.0,1.0,0.0,1.0,2.0
9247,269.0,1.0,3.0,0.0,1.0,2.0
9248,4.0,328.0,186.0,0.0,1.0,0.0
9249,2.0,368.0,1.0,0.0,1.0,0.0
9250,10.0,396.0,2.0,0.0,1.0,0.0
9251,60.0,453.0,2.0,0.0,1.0,0.0
9252,59.0,265.0,1.0,0.0,1.0,0.0
9253,297.0,12.0,4.0,0.0,1.0,2.0
9254,1.0,284.0,1.0,0.0,1.0,0.0
9255,383.0,49.0,0.0,3.0,1.0,2.0
9256,34.0,307.0,1.0,0.0,1.0,2.0
9257,299.0,7.0,74.0,0.0,1.0,2.0
9258,197.0,11.0,3.0,1.0,1.0,2.0
9259,267.0,3.0,62.0,0.0,1.0,2.0
9260,1.0,516.0,219.0,0.0,1.0,0.0
9261,272.0,3.0,0.0,0.0,1.0,2.0
9262,50.0,269.0,2.0,0.0,1.0,0.0
9263,2.0,338.0,1.0,0.0,1.0,0.0
9264,386.0,28.0,5.0,0.0,1.0,0.0
9265,332.0,32.0,9.0,1.0,1.0,2.0
9266,8.0,384.0,6.0,0.0,1.0,0.0
9267,346.0,87.0,144.0,1.0,1.0,2.0
9268,9.0,299.0,162.0,0.0,1.0,0.0
9269,325.0,105.0,1.0,0.0,1.0,2.0
9270,243.0,9.0,1.0,0.0,1.0,0.0
9271,5.0,27.0,557.0,0.0,1.0,0.0
9272,5.0,130.0,245.0,0.0,1.0,0.0
9273,286.0,15.0,38.0,0.0,1.0,2.0
9274,418.0,74.0,77.0,0.0,1.0,2.0
9275,257.0,1.0,1.0,0.0,1.0,2.0
9276,270.0,56.0,0.0,2.0,1.0,2.0
9277,306.0,48.0,3.0,0.0,1.0,0.0
9278,43.0,319.0,7.0,0.0,1.0,0.0
9279,78.0,4.0,0.0,88.0,1.0,2.0
9280,292.0,9.0,3.0,0.0,1.0,2.0
9281,8.0,344.0,189.0,0.0,1.0,0.0
9282,14.0,367.0,1.0,0.0,1.0,0.0
9283,5.0,1.0,560.0,0.0,1.0,0.0
9284,468.0,172.0,5.0,0.0,1.0,2.0
9285,49.0,472.0,1.0,0.0,1.0,2.0
9286,110.0,459.0,1.0,1.0,1.0,2.0
9287,264.0,46.0,80.0,0.0,1.0,2.0
9288,19.0,403.0,1.0,0.0,1.0,0.0
9289,1.0,551.0,1.0,0.0,1.0,0.0
9290,272.0,34.0,144.0,0.0,1.0,2.0
9291,6.0,2.0,528.0,0.0,1.0,0.0
9292,127.0,2.0,8.0,79.0,1.0,2.0
9293,127.0,7.0,534.0,0.0,1.0,0.0
9294,75.0,355.0,0.0,0.0,1.0,0.0
9295,10.0,308.0,5.0,0.0,1.0,2.0
9296,310.0,31.0,1.0,0.0,1.0,0.0
9297,400.0,1.0,44.0,0.0,1.0,2.0
9298,36.0,573.0,10.0,0.0,1.0,2.0
9299,267.0,23.0,1.0,0.0,1.0,0.0
9300,537.0,6.0,2.0,1.0,1.0,2.0
9301,307.0,44.0,3.0,0.0,1.0,0.0
9302,173.0,11.0,38.0,0.0,1.0,2.0
9303,14.0,363.0,32.0,0.0,1.0,0.0
9304,328.0,2.0,2.0,0.0,1.0,2.0
9305,28.0,377.0,0.0,1.0,1.0,0.0
9306,311.0,90.0,0.0,1.0,1.0,2.0
9307,270.0,57.0,17.0,0.0,1.0,2.0
9308,216.0,42.0,44.0,0.0,1.0,2.0
9309,16.0,9.0,521.0,0.0,1.0,0.0
9310,29.0,297.0,3.0,0.0,1.0,0.0
9311,20.0,2.0,1161.0,0.0,1.0,0.0
9312,262.0,1.0,18.0,0.0,1.0,2.0
9313,588.0,49.0,2.0,0.0,1.0,2.0
9314,565.0,30.0,37.0,2.0,1.0,0.0
9315,207.0,33.0,2.0,0.0,1.0,2.0
9316,17.0,390.0,1.0,1.0,1.0,0.0
9317,21.0,342.0,0.0,2.0,1.0,0.0
9318,293.0,8.0,13.0,0.0,1.0,2.0
9319,380.0,30.0,0.0,2.0,1.0,0.0
9320,79.0,2.0,672.0,0.0,1.0,2.0
9321,314.0,163.0,2.0,0.0,1.0,0.0
9322,4.0,0.0,598.0,0.0,1.0,0.0
9323,4.0,6.0,750.0,0.0,1.0,0.0
9324,43.0,317.0,8.0,0.0,1.0,0.0
9325,414.0,18.0,25.0,0.0,1.0,2.0
9326,310.0,2.0,1.0,0.0,1.0,0.0
9327,340.0,91.0,5.0,0.0,1.0,2.0
9328,49.0,328.0,1.0,0.0,1.0,0.0
9329,400.0,16.0,1.0,1.0,1.0,2.0
9330,377.0,49.0,186.0,0.0,1.0,2.0
9331,3.0,470.0,2.0,0.0,1.0,0.0
9332,1.0,3.0,567.0,0.0,1.0,0.0
9333,304.0,18.0,286.0,3.0,1.0,2.0
9334,256.0,4.0,0.0,1.0,1.0,2.0
9335,30.0,274.0,29.0,0.0,1.0,2.0
9336,303.0,4.0,0.0,0.0,1.0,2.0
9337,130.0,367.0,123.0,0.0,1.0,2.0
9338,250.0,0.0,0.0,0.0,1.5,0.0
9339,243.0,23.0,30.0,0.0,1.0,2.0
9340,308.0,34.0,1.0,0.0,1.0,2.0
9341,317.0,27.0,1.0,0.0,1.0,2.0
9342,306.0,11.0,1.0,0.0,1.0,0.0
9343,278.0,17.0,1.0,0.0,1.0,2.0
9344,11.0,411.0,3.0,0.0,1.0,0.0
9345,267.0,73.0,3.0,4.0,1.0,2.0
9346,24.0,375.0,2.0,0.0,1.0,0.0
9347,215.0,5.0,20.0,0.0,1.0,2.0
9348,412.0,28.0,2.0,0.0,1.0,2.0
9349,28.0,400.0,54.0,2.0,1.0,2.0
9350,21.0,330.0,28.0,0.0,1.0,0.0
9351,308.0,38.0,9.0,0.0,1.0,0.0
9352,4.0,311.0,8.0,0.0,1.0,2.0
9353,244.0,33.0,0.0,0.0,1.0,2.0
9354,19.0,241.0,2.0,0.0,1.0,0.0
9355,185.0,327.0,15.0,0.0,1.0,2.0
9356,62.0,2.0,589.0,0.0,1.0,2.0
9357,198.0,12.0,61.0,0.0,1.0,2.0
9358,269.0,308.0,0.0,2.0,1.0,2.0
9359,252.0,82.0,18.0,0.0,1.0,2.0
9360,38.0,409.0,1.0,0.0,1.0,0.0
9361,299.0,1.0,11.0,0.0,1.0,2.0
9362,278.0,34.0,29.0,0.0,1.0,0.0
9363,181.0,5.0,1.0,0.0,1.0,2.0
9364,149.0,320.0,79.0,0.0,1.0,2.0
9365,32.0,2.0,588.0,0.0,1.0,2.0
9366,96.0,273.0,0.0,1.0,1.0,0.0
9367,347.0,0.0,11.0,0.0,1.0,2.0
9368,311.0,65.0,0.0,9.0,1.0,0.0
9369,244.0,33.0,21.0,0.0,1.0,2.0
9370,333.0,3.0,552.0,0.0,1.0,0.0
9371,16.0,408.0,4.0,0.0,1.0,0.0
9372,6.0,280.0,23.0,0.0,1.0,0.0
9373,515.0,132.0,4.0,9.0,1.0,0.0
9374,308.0,64.0,3.0,0.0,1.0,0.0
9375,199.0,288.0,14.0,0.0,1.0,2.0
9376,6.0,440.0,3.0,2.0,1.0,0.0
9377,7.0,2.0,719.0,0.0,1.0,0.0
9378,69.0,282.0,1.0,0.0,1.0,0.0
9379,311.0,4.0,20.0,2.0,1.0,2.0
9380,11.0,374.0,12.0,0.0,1.0,0.0
9381,119.0,367.0,22.0,0.0,1.0,0.0
9382,303.0,6.0,5.0,0.0,1.0,0.0
9383,20.0,494.0,1.0,0.0,1.0,0.0
9384,477.0,0.0,0.0,2.0,1.0,2.0
9385,16.0,330.0,3.0,0.0,1.0,0.0
9386,284.0,15.0,2.0,0.0,1.0,2.0
9387,218.0,8.0,14.0,1.0,1.0,2.0
9388,624.0,34.0,5.0,0.0,1.0,2.0
9389,263.0,19.0,0.0,0.0,1.0,2.0
9390,338.0,12.0,3.0,0.0,1.0,0.0
9391,368.0,3.0,0.0,2.0,1.0,0.0
9392,270.0,85.0,2.0,0.0,1.0,2.0
9393,23.0,395.0,1.0,0.0,1.0,2.0
9394,266.0,16.0,0.0,1.0,1.0,0.0
9395,282.0,24.0,4.0,0.0,1.0,2.0
9396,302.0,38.0,0.0,0.0,1.0,2.0
9397,234.0,76.0,28.0,0.0,1.0,2.0
9398,227.0,15.0,1.0,0.0,1.0,2.0
9399,5.0,477.0,3.0,0.0,1.0,0.0
9400,255.0,33.0,0.0,5.0,1.0,0.0
9401,8.0,18.0,564.0,0.0,1.0,0.0
9402,307.0,185.0,1.0,0.0,1.0,2.0
9403,413.0,2.0,5.0,3.0,1.0,2.0
9404,1.0,344.0,53.0,0.0,1.0,0.0
9405,5.0,157.0,2.0,0.0,1.0,0.0
9406,384.0,50.0,1.0,0.0,1.0,2.0
9407,397.0,75.0,1.0,0.0,1.0,2.0
9408,338.0,61.0,1.0,1.0,1.0,2.0
9409,551.0,0.0,6.0,1.0,1.0,0.0
9410,20.0,356.0,0.0,2.0,1.0,0.0
9411,495.0,1.0,1.0,0.0,1.0,0.0
9412,366.0,73.0,1.0,0.0,1.0,0.0
9413,250.0,50.0,30.0,0.0,1.0,2.0
